_id,Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
1567,2019Q4,"",S08000031,"",S12000039,"",Emergency Inpatients,"",2561,5521,2.15579851620461,"",2489,18893,7.59059863398955,""
1568,2020Q1,"",S08000031,"",S12000039,"",Emergency Inpatients,"",2251,4644,2.06308307418925,"",2273,19278,8.48130224373075,""
1569,2020Q2,"",S08000031,"",S12000039,"",Emergency Inpatients,"",2012,4249,2.11182902584493,"",1968,14496,7.36585365853659,""
1570,2020Q3,"",S08000031,"",S12000039,"",Emergency Inpatients,"",2216,4550,2.05324909747292,"",2168,16855,7.77444649446494,""
1571,2020Q4,"",S08000031,"",S12000039,"",Emergency Inpatients,"",2236,4842,2.1654740608229,"",2208,18617,8.43161231884058,""
1572,2021Q1,"",S08000031,"",S12000039,"",Emergency Inpatients,"",2214,4843,2.18744354110208,"",2149,18984,8.83387622149837,""
1573,2021Q2,"",S08000031,"",S12000039,"",Emergency Inpatients,"",2465,5016,2.03488843813387,"",2473,21926,8.86615446825718,""
1574,2021Q3,"",S08000031,"",S12000039,"",Emergency Inpatients,"",2253,4806,2.13315579227696,"",2232,19740,8.84408602150538,""
1575,2021Q4,"",S08000031,"",S12000039,"",Emergency Inpatients,"",2188,4917,2.24725776965265,"",2134,19293,9.04076850984067,""
1576,2022Q1,"",S08000031,"",S12000039,"",Emergency Inpatients,"",2081,4491,2.15809706871696,"",2065,18780,9.09443099273608,""
1577,2022Q2,p,S08000031,"",S12000039,"",Emergency Inpatients,"",2250,5483,2.43688888888889,"",2221,22834,10.2809545249887,""
1578,2017Q2,"",S08000022,"",S12000035,"",Emergency Inpatients,"",1631,5730,3.51318209687308,"",1555,12740,8.19292604501608,""
1579,2017Q3,"",S08000022,"",S12000035,"",Emergency Inpatients,"",1566,5416,3.45849297573436,"",1456,9889,6.7918956043956,""
1580,2017Q4,"",S08000022,"",S12000035,"",Emergency Inpatients,"",1664,6068,3.64663461538462,"",1522,11001,7.22798948751643,""
1581,2018Q1,"",S08000022,"",S12000035,"",Emergency Inpatients,"",1671,6914,4.1376421304608,"",1510,13168,8.7205298013245,""
1582,2018Q2,"",S08000022,"",S12000035,"",Emergency Inpatients,"",1647,6118,3.71463266545234,"",1524,11854,7.77821522309711,""
1583,2018Q3,"",S08000022,"",S12000035,"",Emergency Inpatients,"",1597,5885,3.6850344395742,"",1468,11104,7.56403269754768,""
1584,2018Q4,"",S08000022,"",S12000035,"",Emergency Inpatients,"",1678,7099,4.23063170441001,"",1558,12534,8.04492939666239,""
1585,2019Q1,"",S08000022,"",S12000035,"",Emergency Inpatients,"",1731,6982,4.03350664355864,"",1561,12346,7.90903267136451,""
1586,2019Q2,"",S08000022,"",S12000035,"",Emergency Inpatients,"",1586,6517,4.10907944514502,"",1465,12318,8.40819112627986,""
1587,2019Q3,"",S08000022,"",S12000035,"",Emergency Inpatients,"",1639,6486,3.95729103111653,"",1523,12338,8.10111621799081,""
1588,2019Q4,"",S08000022,"",S12000035,"",Emergency Inpatients,"",1662,5899,3.54933814681107,"",1548,11475,7.41279069767442,""
1589,2020Q1,"",S08000022,"",S12000035,"",Emergency Inpatients,"",1529,6486,4.24198822759974,"",1429,14062,9.84044786564031,""
1590,2020Q2,"",S08000022,"",S12000035,"",Emergency Inpatients,"",1170,3839,3.28119658119658,"",1079,7385,6.84430027803522,""
1591,2020Q3,"",S08000022,"",S12000035,"",Emergency Inpatients,"",1489,4752,3.19140362659503,"",1365,9049,6.62930402930403,""
1592,2020Q4,"",S08000022,"",S12000035,"",Emergency Inpatients,"",1527,5867,3.84217419777341,"",1412,10683,7.56586402266289,""
1593,2021Q1,"",S08000022,"",S12000035,"",Emergency Inpatients,"",1466,5961,4.06616643929059,"",1352,11115,8.22115384615385,""
1594,2021Q2,"",S08000022,"",S12000035,"",Emergency Inpatients,"",1649,5387,3.26682838083687,"",1501,10810,7.2018654230513,""
1595,2021Q3,"",S08000022,"",S12000035,"",Emergency Inpatients,"",1661,6535,3.93437688139675,"",1515,13083,8.63564356435644,""
1596,2021Q4,"",S08000022,"",S12000035,"",Emergency Inpatients,"",1613,6145,3.80967141971482,"",1476,14201,9.62127371273713,""
1597,2022Q1,"",S08000022,"",S12000035,"",Emergency Inpatients,"",1525,6225,4.08196721311475,"",1373,12589,9.16897305171158,""
1598,2022Q2,p,S08000022,"",S12000035,"",Emergency Inpatients,"",1623,6166,3.79913739987677,"",1511,14726,9.74586366644606,""
1599,2017Q2,"",S08000022,"",S12000017,"",Emergency Inpatients,"",4750,9882,2.08042105263158,"",4716,37729,8.00021204410517,""
1600,2017Q3,"",S08000022,"",S12000017,"",Emergency Inpatients,"",4593,8996,1.95863270193773,"",4552,35205,7.73396309314587,""
1601,2017Q4,"",S08000022,"",S12000017,"",Emergency Inpatients,"",4505,9080,2.01553829078801,"",4520,39832,8.81238938053097,""
1602,2018Q1,"",S08000022,"",S12000017,"",Emergency Inpatients,"",4692,9993,2.12979539641944,"",4726,41373,8.75433770630554,""
1603,2018Q2,"",S08000022,"",S12000017,"",Emergency Inpatients,"",4671,9088,1.94562192250054,"",4627,38293,8.2759887616166,""
1604,2018Q3,"",S08000022,"",S12000017,"",Emergency Inpatients,"",4745,9062,1.90979978925184,"",4746,37379,7.87589549093974,""
1605,2018Q4,"",S08000022,"",S12000017,"",Emergency Inpatients,"",4683,9579,2.04548366431775,"",4757,38231,8.03678789152827,""
1606,2019Q1,"",S08000022,"",S12000017,"",Emergency Inpatients,"",4510,9581,2.12439024390244,"",4589,39597,8.62867727173676,""
1607,2019Q2,"",S08000022,"",S12000017,"",Emergency Inpatients,"",4511,10158,2.25182886277987,"",4642,40642,8.75527789745799,""
1608,2019Q3,"",S08000022,"",S12000017,"",Emergency Inpatients,"",4553,9529,2.09290577641116,"",4631,39260,8.47765061541784,""
1609,2019Q4,"",S08000022,"",S12000017,"",Emergency Inpatients,"",4652,9739,2.09350816852966,"",4726,43338,9.17012272534913,""
1610,2020Q1,"",S08000022,"",S12000017,"",Emergency Inpatients,"",4139,8899,2.15003624063784,"",4375,44024,10.0626285714286,""
1611,2020Q2,"",S08000022,"",S12000017,"",Emergency Inpatients,"",3747,6224,1.6610621830798,"",3708,33357,8.99595469255663,""
1612,2020Q3,"",S08000022,"",S12000017,"",Emergency Inpatients,"",4452,7586,1.70395327942498,"",4499,35103,7.80240053345188,""
1613,2020Q4,"",S08000022,"",S12000017,"",Emergency Inpatients,"",4414,8402,1.90348889895786,"",4420,36073,8.16131221719457,""
1614,2021Q1,"",S08000022,"",S12000017,"",Emergency Inpatients,"",4261,8815,2.0687632011265,"",4277,40290,9.42015431377133,""
1615,2021Q2,"",S08000022,"",S12000017,"",Emergency Inpatients,"",4331,7760,1.7917340106211,"",4360,38454,8.8197247706422,""
1616,2021Q3,"",S08000022,"",S12000017,"",Emergency Inpatients,"",4429,9661,2.18130503499661,"",4516,39393,8.72298494242693,""
1617,2021Q4,"",S08000022,"",S12000017,"",Emergency Inpatients,"",4209,10359,2.46115466856736,"",4341,41707,9.60769407970514,""
1618,2022Q1,"",S08000022,"",S12000017,"",Emergency Inpatients,"",4042,10471,2.59054923305294,"",4103,39216,9.55788447477456,""
1619,2022Q2,p,S08000022,"",S12000017,"",Emergency Inpatients,"",3727,8937,2.39790716393882,"",3874,43150,11.1383582860093,""
1620,2017Q2,"",S08000022,"",S08000022,d,Emergency Inpatients,"",6381,15612,2.44663845792196,"",6271,50469,8.0479987242864,""
1621,2017Q3,"",S08000022,"",S08000022,d,Emergency Inpatients,"",6159,14412,2.33999025815879,"",6008,45094,7.50565912117177,""
1622,2017Q4,"",S08000022,"",S08000022,d,Emergency Inpatients,"",6169,15148,2.45550332306695,"",6042,50833,8.41327375041377,""
1623,2018Q1,"",S08000022,"",S08000022,d,Emergency Inpatients,"",6363,16907,2.65707999371366,"",6236,54541,8.74615137908916,""
1624,2018Q2,"",S08000022,"",S08000022,d,Emergency Inpatients,"",6318,15206,2.40677429566318,"",6151,50147,8.15265810437327,""
1625,2018Q3,"",S08000022,"",S08000022,d,Emergency Inpatients,"",6342,14947,2.35682749921161,"",6214,48483,7.80222079176054,""
1626,2018Q4,"",S08000022,"",S08000022,d,Emergency Inpatients,"",6361,16678,2.6219147932715,"",6315,50765,8.0387965162312,""
1627,2019Q1,"",S08000022,"",S08000022,d,Emergency Inpatients,"",6241,16563,2.6539016183304,"",6150,51943,8.4460162601626,""
1628,2019Q2,"",S08000022,"",S08000022,d,Emergency Inpatients,"",6097,16675,2.73495161554863,"",6107,52960,8.67201571966596,""
1629,2019Q3,"",S08000022,"",S08000022,d,Emergency Inpatients,"",6192,16015,2.58640180878553,"",6154,51598,8.38446538836529,""
1630,2019Q4,"",S08000022,"",S08000022,d,Emergency Inpatients,"",6314,15638,2.47671840354767,"",6274,54813,8.7365317182021,""
1631,2020Q1,"",S08000022,"",S08000022,d,Emergency Inpatients,"",5668,15385,2.71436132674665,"",5804,58086,10.0079255685734,""
1632,2020Q2,"",S08000022,"",S08000022,d,Emergency Inpatients,"",4917,10063,2.04657311368721,"",4787,40742,8.51096720284103,""
1633,2020Q3,"",S08000022,"",S08000022,d,Emergency Inpatients,"",5941,12338,2.07675475509174,"",5864,44152,7.52933151432469,""
1634,2020Q4,"",S08000022,"",S08000022,d,Emergency Inpatients,"",5941,14269,2.40178421141222,"",5832,46756,8.01714677640603,""
1635,2021Q1,"",S08000022,"",S08000022,d,Emergency Inpatients,"",5727,14776,2.58005936790641,"",5629,51405,9.13217267720732,""
1636,2021Q2,"",S08000022,"",S08000022,d,Emergency Inpatients,"",5980,13147,2.19849498327759,"",5861,49264,8.4053915714042,""
1637,2021Q3,"",S08000022,"",S08000022,d,Emergency Inpatients,"",6090,16196,2.65944170771757,"",6031,52476,8.70104460288509,""
1638,2021Q4,"",S08000022,"",S08000022,d,Emergency Inpatients,"",5822,16504,2.83476468567503,"",5817,55908,9.61113976276431,""
1639,2022Q1,"",S08000022,"",S08000022,d,Emergency Inpatients,"",5567,16696,2.99910185018861,"",5476,51805,9.46037253469686,""
1640,2022Q2,p,S08000022,"",S08000022,d,Emergency Inpatients,"",5350,15103,2.82299065420561,"",5385,57876,10.7476323119777,""
1641,2017Q2,"",S08000032,"",S08000032,d,Emergency Inpatients,"",18626,40137,2.15489101256308,"",18330,115983,6.32749590834697,""
1642,2017Q3,"",S08000032,"",S08000032,d,Emergency Inpatients,"",18723,37744,2.01591625273727,"",18282,107878,5.9007767202713,""
1643,2017Q4,"",S08000032,"",S08000032,d,Emergency Inpatients,"",19129,39816,2.08144701761723,"",18654,112712,6.0422429505736,""
1644,2018Q1,"",S08000032,"",S08000032,d,Emergency Inpatients,"",19399,38623,1.99097891643899,"",19013,117897,6.20086256771683,""
1645,2018Q2,"",S08000032,"",S08000032,d,Emergency Inpatients,"",18943,35306,1.86380193211213,"",18677,112677,6.03292820046046,""
1646,2018Q3,"",S08000032,"",S08000032,d,Emergency Inpatients,"",19051,37190,1.95212849719175,"",18591,107904,5.80409875746329,""
1647,2018Q4,"",S08000032,"",S08000032,d,Emergency Inpatients,"",19705,39547,2.00695255011418,"",19180,114499,5.96970802919708,""
1648,2019Q1,"",S08000032,"",S08000032,d,Emergency Inpatients,"",20258,36807,1.81691183729884,"",19902,114832,5.76987237463571,""
1649,2019Q2,"",S08000032,"",S08000032,d,Emergency Inpatients,"",20018,35760,1.78639224697772,"",19623,110459,5.62905773836824,""
1650,2019Q3,"",S08000032,"",S08000032,d,Emergency Inpatients,"",20251,37731,1.86316725099995,"",19782,115942,5.8609847335962,""
1651,2019Q4,"",S08000032,"",S08000032,d,Emergency Inpatients,"",20288,40108,1.97693217665615,"",19816,121153,6.1138978603149,""
1652,2020Q1,"",S08000032,"",S08000032,d,Emergency Inpatients,"",18209,36114,1.98330495908617,"",18165,125272,6.89633911368015,""
1653,2020Q2,"",S08000032,"",S08000032,d,Emergency Inpatients,"",14808,25470,1.72001620745543,"",14347,81797,5.70133128877117,""
1654,2020Q3,"",S08000032,"",S08000032,d,Emergency Inpatients,"",17945,33454,1.86425188074673,"",17584,100129,5.69432438580528,""
1655,2020Q4,"",S08000032,"",S08000032,d,Emergency Inpatients,"",16653,36887,2.21503632979043,"",16390,109204,6.66284319707138,""
1656,2021Q1,"",S08000032,"",S08000032,d,Emergency Inpatients,"",16812,39841,2.36979538424935,"",16462,112759,6.84965374802576,""
1657,2021Q2,"",S08000032,"",S08000032,d,Emergency Inpatients,"",19148,37032,1.9339878838521,"",18831,113664,6.03600446072965,""
1658,2021Q3,"",S08000032,"",S08000032,d,Emergency Inpatients,"",18600,33137,1.78155913978495,"",18354,115546,6.29541244415386,""
1659,2021Q4,"",S08000032,"",S08000032,d,Emergency Inpatients,"",17759,34781,1.95849991553578,"",17593,124192,7.05917126129711,""
1660,2022Q1,"",S08000032,"",S08000032,d,Emergency Inpatients,"",16997,34089,2.00558922162735,"",16756,120045,7.16429935545476,""
1661,2022Q2,p,S08000032,"",S08000032,d,Emergency Inpatients,"",17605,36332,2.0637318943482,"",17456,126427,7.2426099908341,""
1662,2017Q2,"",S08000032,"",S12000050,"",Emergency Inpatients,"",10063,18528,1.84120043724535,"",9844,59372,6.03128809427062,""
1663,2017Q3,"",S08000032,"",S12000050,"",Emergency Inpatients,"",10011,17299,1.72799920087903,"",9692,55425,5.7186339248865,""
1664,2017Q4,"",S08000032,"",S12000050,"",Emergency Inpatients,"",10287,17729,1.72343734810926,"",9955,56905,5.71622300351582,""
1665,2018Q1,"",S08000032,"",S12000050,"",Emergency Inpatients,"",10241,18256,1.78263841421736,"",9990,60027,6.00870870870871,""
1666,2018Q2,"",S08000032,"",S12000050,"",Emergency Inpatients,"",9858,16779,1.70206938527085,"",9682,56403,5.82555257178269,""
1667,2018Q3,"",S08000032,"",S12000050,"",Emergency Inpatients,"",10034,17449,1.73898744269484,"",9725,53226,5.47311053984576,""
1668,2018Q4,"",S08000032,"",S12000050,"",Emergency Inpatients,"",10499,18843,1.7947423564149,"",10174,57406,5.64242185964223,""
1669,2019Q1,"",S08000032,"",S12000050,"",Emergency Inpatients,"",10758,17397,1.61712214166202,"",10484,56711,5.40929034719573,""
1670,2019Q2,"",S08000032,"",S12000050,"",Emergency Inpatients,"",10740,17754,1.65307262569832,"",10514,58097,5.52568004565341,""
1671,2019Q3,"",S08000032,"",S12000050,"",Emergency Inpatients,"",10937,18686,1.70851238913779,"",10580,58316,5.51190926275992,""
1672,2019Q4,"",S08000032,"",S12000050,"",Emergency Inpatients,"",11030,20307,1.84106980961015,"",10726,60744,5.66324818198769,""
1673,2020Q1,"",S08000032,"",S12000050,"",Emergency Inpatients,"",10126,18271,1.80436500098756,"",10041,63618,6.33582312518673,""
1674,2020Q2,"",S08000032,"",S12000050,"",Emergency Inpatients,"",8161,13271,1.62614875627987,"",7917,40563,5.12353164077302,""
1675,2020Q3,"",S08000032,"",S12000050,"",Emergency Inpatients,"",9724,18543,1.9069313039901301,"",9466,51369,5.42668497781534,""
1676,2020Q4,"",S08000032,"",S12000050,"",Emergency Inpatients,"",9118,20365,2.23349418732178,"",8962,56393,6.2924570408391,""
1677,2021Q1,"",S08000032,"",S12000050,"",Emergency Inpatients,"",9265,22500,2.42849433351322,"",9051,58797,6.49618826648989,""
1678,2021Q2,"",S08000032,"",S12000050,"",Emergency Inpatients,"",10605,20289,1.91315417256011,"",10393,59773,5.751274896565,""
1679,2021Q3,"",S08000032,"",S12000050,"",Emergency Inpatients,"",10395,16834,1.61943241943242,"",10260,60520,5.89863547758285,""
1680,2021Q4,"",S08000032,"",S12000050,"",Emergency Inpatients,"",9750,17061,1.74984615384615,"",9664,64031,6.62572433774834,""
1681,2022Q1,"",S08000032,"",S12000050,"",Emergency Inpatients,"",9319,16871,1.81038738062024,"",9185,61058,6.64757757212847,""
1682,2022Q2,p,S08000032,"",S12000050,"",Emergency Inpatients,"",9803,19016,1.9398143425482,"",9726,65877,6.77328809376928,""
1683,2017Q2,"",S08000032,"",S12000029,"",Emergency Inpatients,"",8563,21609,2.52353147261474,"",8486,56611,6.67110534998822,""
1684,2017Q3,"",S08000032,"",S12000029,"",Emergency Inpatients,"",8712,20445,2.34676308539945,"",8590,52453,6.10628637951106,""
1685,2017Q4,"",S08000032,"",S12000029,"",Emergency Inpatients,"",8842,22087,2.4979642614793,"",8699,55807,6.41533509598804,""
1686,2018Q1,"",S08000032,"",S12000029,"",Emergency Inpatients,"",9158,20367,2.2239571958943,"",9023,57870,6.41360966419151,""
1687,2018Q2,"",S08000032,"",S12000029,"",Emergency Inpatients,"",9085,18527,2.03929554210237,"",8995,56274,6.25614230127849,""
1688,2018Q3,"",S08000032,"",S12000029,"",Emergency Inpatients,"",9017,19741,2.18930908284352,"",8866,54678,6.16715542521994,""
1689,2018Q4,"",S08000032,"",S12000029,"",Emergency Inpatients,"",9206,20704,2.24896806430589,"",9006,57093,6.33944037308461,""
1690,2019Q1,"",S08000032,"",S12000029,"",Emergency Inpatients,"",9500,19410,2.04315789473684,"",9418,58121,6.17126778509238,""
1691,2019Q2,"",S08000032,"",S12000029,"",Emergency Inpatients,"",9278,18006,1.9407199827549,"",9109,52362,5.7483807223625,""
1692,2019Q3,"",S08000032,"",S12000029,"",Emergency Inpatients,"",9314,19045,2.04477131200344,"",9202,57626,6.26233427515757,""
1693,2019Q4,"",S08000032,"",S12000029,"",Emergency Inpatients,"",9258,19801,2.13879887664722,"",9090,60409,6.64565456545655,""
1694,2020Q1,"",S08000032,"",S12000029,"",Emergency Inpatients,"",8083,17843,2.20747247309167,"",8124,61654,7.58911866075825,""
1695,2020Q2,"",S08000032,"",S12000029,"",Emergency Inpatients,"",6647,12199,1.83526402888521,"",6430,41234,6.41275272161742,""
1696,2020Q3,"",S08000032,"",S12000029,"",Emergency Inpatients,"",8221,14911,1.81376961440214,"",8118,48760,6.00640551860064,""
1697,2020Q4,"",S08000032,"",S12000029,"",Emergency Inpatients,"",7535,16522,2.19270072992701,"",7428,52811,7.10971997845988,""
1698,2021Q1,"",S08000032,"",S12000029,"",Emergency Inpatients,"",7547,17341,2.29773419901948,"",7411,53962,7.28133855080286,""
1699,2021Q2,"",S08000032,"",S12000029,"",Emergency Inpatients,"",8543,16743,1.9598501697296,"",8438,53891,6.38670301019199,""
1700,2021Q3,"",S08000032,"",S12000029,"",Emergency Inpatients,"",8205,16303,1.98695917123705,"",8094,55026,6.79836916234248,""
1701,2021Q4,"",S08000032,"",S12000029,"",Emergency Inpatients,"",8009,17720,2.21251092520914,"",7929,60161,7.5874637406987,""
1702,2022Q1,"",S08000032,"",S12000029,"",Emergency Inpatients,"",7678,17218,2.2425110705913,"",7571,58987,7.7911768590675,""
1703,2022Q2,p,S08000032,"",S12000029,"",Emergency Inpatients,"",7802,17316,2.21943091514996,"",7730,60550,7.83311772315653,""
1704,2017Q2,"",S08000024,"",S12000010,"",Emergency Inpatients,"",2056,5746,2.79474708171206,"",2043,20891,10.225648556045,""
1705,2017Q3,"",S08000024,"",S12000010,"",Emergency Inpatients,"",2098,5612,2.6749285033365102,"",2065,16896,8.1820823244552,""
1706,2017Q4,"",S08000024,"",S12000010,"",Emergency Inpatients,"",2200,6208,2.82181818181818,"",2178,23029,10.5734618916437,""
1707,2018Q1,"",S08000024,"",S12000010,"",Emergency Inpatients,"",2113,5790,2.74017983909134,"",2112,19362,9.16761363636364,""
1708,2018Q2,"",S08000024,"",S12000010,"",Emergency Inpatients,"",2082,5372,2.58021133525456,"",2075,17537,8.45156626506024,""
1709,2018Q3,"",S08000024,"",S12000010,"",Emergency Inpatients,"",2045,5453,2.66650366748166,"",2035,16105,7.91400491400491,""
1710,2018Q4,"",S08000024,"",S12000010,"",Emergency Inpatients,"",2029,5199,2.56234598324298,"",1964,15334,7.80753564154786,""
1711,2019Q1,"",S08000024,"",S12000010,"",Emergency Inpatients,"",2179,5560,2.55162918770078,"",2178,16984,7.7979797979798,""
1712,2019Q2,"",S08000024,"",S12000010,"",Emergency Inpatients,"",2044,4142,2.02641878669276,"",2047,17187,8.3961895456766,""
1713,2019Q3,"",S08000024,"",S12000010,"",Emergency Inpatients,"",2150,4944,2.29953488372093,"",2110,14752,6.9914691943128,""
1714,2019Q4,"",S08000024,"",S12000010,"",Emergency Inpatients,"",2051,4871,2.37493905411994,"",2013,16855,8.37307501241927,""
1715,2020Q1,"",S08000024,"",S12000010,"",Emergency Inpatients,"",1898,4858,2.5595363540569,"",1895,16522,8.71873350923483,""
1716,2020Q2,"",S08000024,"",S12000010,"",Emergency Inpatients,"",1551,3333,2.14893617021277,"",1538,12701,8.25812743823147,""
1717,2020Q3,"",S08000024,"",S12000010,"",Emergency Inpatients,"",1933,4227,2.18675633729953,"",1865,13362,7.16461126005362,""
1718,2020Q4,"",S08000024,"",S12000010,"",Emergency Inpatients,"",1777,4244,2.38829487900957,"",1751,17963,10.2587093089663,""
1719,2021Q1,"",S08000024,"",S12000010,"",Emergency Inpatients,"",1846,4526,2.45178764897075,"",1841,19128,10.3900054318305,""
1720,2021Q2,"",S08000024,"",S12000010,"",Emergency Inpatients,"",2043,4810,2.35438081253059,"",1981,15825,7.98838970217062,""
1721,2021Q3,"",S08000024,"",S12000010,"",Emergency Inpatients,"",1874,4727,2.52241195304162,"",1871,19456,10.3987172634955,""
1722,2021Q4,"",S08000024,"",S12000010,"",Emergency Inpatients,"",1756,4838,2.75512528473804,"",1752,18366,10.4828767123288,""
1723,2022Q1,"",S08000024,"",S12000010,"",Emergency Inpatients,"",1694,4694,2.77095631641086,"",1661,15697,9.45033112582781,""
1724,2022Q2,p,S08000024,"",S12000010,"",Emergency Inpatients,"",1718,5241,3.05064027939464,"",1710,21570,12.6140350877193,""
1725,2017Q2,"",S08000024,"",S12000036,"",Emergency Inpatients,"",9003,25835,2.86959902254804,"",8974,84540,9.42054825050145,""
1726,2017Q3,"",S08000024,"",S12000036,"",Emergency Inpatients,"",9087,25405,2.79575217343458,"",9027,80494,8.91702669768472,""
1727,2017Q4,"",S08000024,"",S12000036,"",Emergency Inpatients,"",9304,27121,2.91498280309544,"",9144,80436,8.79658792650919,""
1728,2018Q1,"",S08000024,"",S12000036,"",Emergency Inpatients,"",8876,28565,3.21822893195133,"",8848,82650,9.34109403254973,""
1729,2018Q2,"",S08000024,"",S12000036,"",Emergency Inpatients,"",8770,27131,3.09361459521095,"",8722,82692,9.48085301536345,""
1730,2018Q3,"",S08000024,"",S12000036,"",Emergency Inpatients,"",8839,28895,3.26903495870574,"",8726,82633,9.46974558789823,""
1731,2018Q4,"",S08000024,"",S12000036,"",Emergency Inpatients,"",9449,27255,2.88443221504921,"",9371,89368,9.53665563973962,""
1732,2019Q1,"",S08000024,"",S12000036,"",Emergency Inpatients,"",9151,24425,2.66910720139875,"",9078,84789,9.34005287508262,""
1733,2019Q2,"",S08000024,"",S12000036,"",Emergency Inpatients,"",9481,22532,2.37654255880181,"",9380,81481,8.68667377398721,""
1734,2019Q3,"",S08000024,"",S12000036,"",Emergency Inpatients,"",9446,21500,2.2760957018844,"",9384,78002,8.31223358908781,""
1735,2019Q4,"",S08000024,"",S12000036,"",Emergency Inpatients,"",9188,22755,2.47659991292991,"",9101,81301,8.93319415448852,""
1736,2020Q1,"",S08000024,"",S12000036,"",Emergency Inpatients,"",8230,21952,2.66731470230863,"",8328,85353,10.2489193083573,""
1737,2020Q2,"",S08000024,"",S12000036,"",Emergency Inpatients,"",7080,15917,2.24816384180791,"",6972,58123,8.33663224325875,""
1738,2020Q3,"",S08000024,"",S12000036,"",Emergency Inpatients,"",8534,19187,2.24830091399109,"",8400,62679,7.46178571428571,""
1739,2020Q4,"",S08000024,"",S12000036,"",Emergency Inpatients,"",8082,20075,2.4839148725563,"",7965,68917,8.65247959824231,""
1740,2021Q1,"",S08000024,"",S12000036,"",Emergency Inpatients,"",7719,20361,2.63777691410804,"",7707,71528,9.28091345530038,""
1741,2021Q2,"",S08000024,"",S12000036,"",Emergency Inpatients,"",8419,22021,2.61563131013184,"",8260,69793,8.44951573849879,""
1742,2021Q3,"",S08000024,"",S12000036,"",Emergency Inpatients,"",7848,21046,2.68170234454638,"",7798,70785,9.07732751987689,""
1743,2021Q4,"",S08000024,"",S12000036,"",Emergency Inpatients,"",7378,21704,2.94171862293304,"",7319,75298,10.288017488728,""
1744,2022Q1,"",S08000024,"",S12000036,"",Emergency Inpatients,"",7040,22000,3.125,"",7017,75183,10.7144078666097,""
1745,2022Q2,p,S08000024,"",S12000036,"",Emergency Inpatients,"",7038,22584,3.20886615515772,"",7023,73722,10.4972234087997,""
1746,2017Q2,"",S08000024,"",S12000019,"",Emergency Inpatients,"",2015,5556,2.75732009925558,"",1991,14551,7.30838774485183,""
1747,2017Q3,"",S08000024,"",S12000019,"",Emergency Inpatients,"",2077,5731,2.75926817525277,"",2053,14576,7.09985387238188,""
1748,2017Q4,"",S08000024,"",S12000019,"",Emergency Inpatients,"",2044,6359,3.11105675146771,"",2015,15241,7.56377171215881,""
1749,2018Q1,"",S08000024,"",S12000019,"",Emergency Inpatients,"",2054,5508,2.68159688412853,"",2051,16090,7.84495368113116,""
1750,2018Q2,"",S08000024,"",S12000019,"",Emergency Inpatients,"",1957,5846,2.98722534491569,"",1942,15095,7.77291452111226,""
1751,2018Q3,"",S08000024,"",S12000019,"",Emergency Inpatients,"",1908,5306,2.78092243186583,"",1911,14920,7.80743066457352,""
1752,2018Q4,"",S08000024,"",S12000019,"",Emergency Inpatients,"",2069,5375,2.59787336877719,"",2016,14518,7.20138888888889,""
1753,2019Q1,"",S08000024,"",S12000019,"",Emergency Inpatients,"",2008,5244,2.61155378486056,"",2004,14364,7.16766467065868,""
1754,2019Q2,"",S08000024,"",S12000019,"",Emergency Inpatients,"",2119,4763,2.24775837659273,"",2114,15724,7.43803216650899,""
1755,2019Q3,"",S08000024,"",S12000019,"",Emergency Inpatients,"",2087,4464,2.13895543842837,"",2075,13714,6.60915662650602,""
1756,2019Q4,"",S08000024,"",S12000019,"",Emergency Inpatients,"",2006,4673,2.32951146560319,"",2012,14276,7.09542743538767,""
1757,2020Q1,"",S08000024,"",S12000019,"",Emergency Inpatients,"",1800,4961,2.75611111111111,"",1812,15799,8.71909492273731,""
1758,2020Q2,"",S08000024,"",S12000019,"",Emergency Inpatients,"",1485,3839,2.58518518518519,"",1434,10411,7.26011157601116,""
1759,2020Q3,"",S08000024,"",S12000019,"",Emergency Inpatients,"",1718,3754,2.18509895227008,"",1718,12690,7.38649592549476,""
1760,2020Q4,"",S08000024,"",S12000019,"",Emergency Inpatients,"",1720,4287,2.49244186046512,"",1687,13807,8.18435091879075,""
1761,2021Q1,"",S08000024,"",S12000019,"",Emergency Inpatients,"",1746,4852,2.77892325315006,"",1732,13867,8.00635103926097,""
1762,2021Q2,"",S08000024,"",S12000019,"",Emergency Inpatients,"",1889,4392,2.32503970354685,"",1878,13661,7.27422790202343,""
1763,2021Q3,"",S08000024,"",S12000019,"",Emergency Inpatients,"",1741,4297,2.46812176909822,"",1727,12959,7.5037637521714,""
1764,2021Q4,"",S08000024,"",S12000019,"",Emergency Inpatients,"",1591,4847,3.04651162790698,"",1588,12803,8.06234256926952,""
1765,2022Q1,"",S08000024,"",S12000019,"",Emergency Inpatients,"",1559,5027,3.22450288646568,"",1547,12648,8.17582417582418,""
1766,2022Q2,p,S08000024,"",S12000019,"",Emergency Inpatients,"",1458,4636,3.17969821673525,"",1455,13006,8.93883161512028,""
1767,2017Q2,"",S08000024,"",S08000024,d,Emergency Inpatients,"",16437,46901,2.85337957048123,"",16323,144461,8.85015009495804,""
