_id,Quarter,QuarterQF,HB,HBQF,Location,LocationQF,Specialty,SpecialtyQF,SpecialtyName,SpecialtyNameQF,AllStaffedBeddays,AllStaffedBeddaysQF,TotalOccupiedBeddays,TotalOccupiedBeddaysQF,AverageAvailableStaffedBeds,AverageAvailableStaffedBedsQF,AverageOccupiedBeds,AverageOccupiedBedsQF,PercentageOccupancy,PercentageOccupancyQF
9056,2021Q1,"",S08000020,"",N411H,"",H2,"",Clinical Oncology,"",1,"",1,"",0.011111111,"",0.011111111,"",100,""
9057,2021Q1,"",S08000020,"",S08000020,d,H2,"",Clinical Oncology,"",1479,"",1459,"",16.43333333,"",16.21111111,"",98.64773496,""
9058,2021Q2,"",S08000020,"",N101H,"",H2,"",Clinical Oncology,"",1913,"",1589,"",21.02197802,"",17.46153846,"",83.06325144,""
9059,2021Q2,"",S08000020,"",S08000020,d,H2,"",Clinical Oncology,"",1913,"",1589,"",21.02197802,"",17.46153846,"",83.06325144,""
9060,2021Q3,"",S08000020,"",N101H,"",H2,"",Clinical Oncology,"",2007,"",1755,"",21.81521739,"",19.07608696,"",87.44394619,""
9061,2021Q3,"",S08000020,"",S08000020,d,H2,"",Clinical Oncology,"",2019,"",1767,"",21.94565217,"",19.20652174,"",87.51857355,""
9062,2021Q4,"",S08000020,"",N101H,"",H2,"",Clinical Oncology,"",1475,"",1297,"",16.0326087,"",14.09782609,"",87.93220339,""
9063,2021Q4,"",S08000020,"",N411H,"",H2,"",Clinical Oncology,"",3,"",3,"",0.032608696,"",0.032608696,"",100,""
9064,2021Q4,"",S08000020,"",S08000020,d,H2,"",Clinical Oncology,"",1487,"",1309,"",16.16304348,"",14.22826087,"",88.02958978,""
9065,2022Q1,"",S08000020,"",N101H,"",H2,"",Clinical Oncology,"",1589,"",1446,"",17.65555556,"",16.06666667,"",91.00062933,""
9066,2022Q1,"",S08000020,"",S08000020,d,H2,"",Clinical Oncology,"",1616,"",1473,"",17.95555556,"",16.36666667,"",91.1509901,""
9067,2022Q2,p,S08000020,"",N101H,"",H2,"",Clinical Oncology,"",1724,"",1619,"",18.94505495,"",17.79120879,"",93.90951276,""
9068,2022Q2,p,S08000020,"",S08000020,d,H2,"",Clinical Oncology,"",1813,"",1708,"",19.92307692,"",18.76923077,"",94.20849421,""
9069,2017Q2,"",S08000020,"",N101H,"","",z,Community Grouping,d,87,"",87,"",0.956043956,"",0.956043956,"",100,""
9070,2017Q2,"",S08000020,"",N411H,"","",z,Community Grouping,d,22,"",22,"",0.241758242,"",0.241758242,"",100,""
9071,2017Q2,"",S08000020,"",S08000020,d,"",z,Community Grouping,d,25592,"",20282,"",281.2307692,"",222.8791209,"",79.25132854,""
9072,2017Q3,"",S08000020,"",N101H,"","",z,Community Grouping,d,55,"",55,"",0.597826087,"",0.597826087,"",100,""
9073,2017Q3,"",S08000020,"",N411H,"","",z,Community Grouping,d,1,"",1,"",0.010869565,"",0.010869565,"",100,""
9074,2017Q3,"",S08000020,"",S08000020,d,"",z,Community Grouping,d,24040,"",19189,"",261.3043478,"",208.576087,"",79.82113145,""
9075,2017Q4,"",S08000020,"",N101H,"","",z,Community Grouping,d,64,"",64,"",0.695652174,"",0.695652174,"",100,""
9076,2017Q4,"",S08000020,"",N411H,"","",z,Community Grouping,d,3,"",3,"",0.032608696,"",0.032608696,"",100,""
9077,2017Q4,"",S08000020,"",S08000020,d,"",z,Community Grouping,d,23815,"",19088,"",258.8586957,"",207.4782609,"",80.15116523,""
9078,2018Q1,"",S08000020,"",N101H,"","",z,Community Grouping,d,111,"",111,"",1.233333333,"",1.233333333,"",100,""
9079,2018Q1,"",S08000020,"",N411H,"","",z,Community Grouping,d,10,"",10,"",0.111111111,"",0.111111111,"",100,""
9080,2018Q1,"",S08000020,"",S08000020,d,"",z,Community Grouping,d,24087,"",19629,"",267.6333333,"",218.1,"",81.49209117,""
9081,2018Q2,"",S08000020,"",N101H,"","",z,Community Grouping,d,38,"",38,"",0.417582418,"",0.417582418,"",100,""
9082,2018Q2,"",S08000020,"",N411H,"","",z,Community Grouping,d,2,"",2,"",0.021978022,"",0.021978022,"",100,""
9083,2018Q2,"",S08000020,"",S08000020,d,"",z,Community Grouping,d,24181,"",18677,"",265.7252747,"",205.2417582,"",77.23832761,""
9084,2018Q3,"",S08000020,"",N101H,"","",z,Community Grouping,d,84,"",84,"",0.913043478,"",0.913043478,"",100,""
9085,2018Q3,"",S08000020,"",N411H,"","",z,Community Grouping,d,1,"",1,"",0.010869565,"",0.010869565,"",100,""
9086,2018Q3,"",S08000020,"",S08000020,d,"",z,Community Grouping,d,24097,"",18249,"",261.923913,"",198.3586957,"",75.73141885,""
9087,2018Q4,"",S08000020,"",N101H,"","",z,Community Grouping,d,15,"",15,"",0.163043478,"",0.163043478,"",100,""
9088,2018Q4,"",S08000020,"",N411H,"","",z,Community Grouping,d,37,"",37,"",0.402173913,"",0.402173913,"",100,""
9089,2018Q4,"",S08000020,"",S08000020,d,"",z,Community Grouping,d,23337,"",18092,"",253.6630435,"",196.6521739,"",77.52496036,""
9090,2019Q1,"",S08000020,"",N101H,"","",z,Community Grouping,d,33,"",33,"",0.366666667,"",0.366666667,"",100,""
9091,2019Q1,"",S08000020,"",S08000020,d,"",z,Community Grouping,d,22299,"",17474,"",247.7666667,"",194.1555556,"",78.3622584,""
9092,2019Q2,"",S08000020,"",N101H,"","",z,Community Grouping,d,92,"",92,"",1.010989011,"",1.010989011,"",100,""
9093,2019Q2,"",S08000020,"",N411H,"","",z,Community Grouping,d,3,"",3,"",0.032967033,"",0.032967033,"",100,""
9094,2019Q2,"",S08000020,"",S08000020,d,"",z,Community Grouping,d,23040,"",17261,"",253.1868132,"",189.6813187,"",74.91753472,""
9095,2019Q3,"",S08000020,"",N101H,"","",z,Community Grouping,d,67,"",67,"",0.72826087,"",0.72826087,"",100,""
9096,2019Q3,"",S08000020,"",N411H,"","",z,Community Grouping,d,2,"",2,"",0.02173913,"",0.02173913,"",100,""
9097,2019Q3,"",S08000020,"",S08000020,d,"",z,Community Grouping,d,22866,"",17012,"",248.5434783,"",184.9130435,"",74.39867052,""
9098,2019Q4,"",S08000020,"",N101H,"","",z,Community Grouping,d,43,"",43,"",0.467391304,"",0.467391304,"",100,""
9099,2019Q4,"",S08000020,"",N411H,"","",z,Community Grouping,d,9,"",9,"",0.097826087,"",0.097826087,"",100,""
9100,2019Q4,"",S08000020,"",S08000020,d,"",z,Community Grouping,d,22682,"",16680,"",246.5434783,"",181.3043478,"",73.53848867,""
9101,2020Q1,"",S08000020,"",N101H,"","",z,Community Grouping,d,5,"",5,"",0.054945055,"",0.054945055,"",100,""
9102,2020Q1,"",S08000020,"",N411H,"","",z,Community Grouping,d,4,"",4,"",0.043956044,"",0.043956044,"",100,""
9103,2020Q1,"",S08000020,"",S08000020,d,"",z,Community Grouping,d,22463,"",16722,"",246.8461538,"",183.7582418,"",74.44241642,""
9104,2020Q2,"",S08000020,"",N101H,"","",z,Community Grouping,d,22,"",22,"",0.241758242,"",0.241758242,"",100,""
9105,2020Q2,"",S08000020,"",N411H,"","",z,Community Grouping,d,1,"",1,"",0.010989011,"",0.010989011,"",100,""
9106,2020Q2,"",S08000020,"",S08000020,d,"",z,Community Grouping,d,21197,"",10179,"",232.9340659,"",111.8571429,"",48.02094636,""
9107,2020Q3,"",S08000020,"",N101H,"","",z,Community Grouping,d,2,"",2,"",0.02173913,"",0.02173913,"",100,""
9108,2020Q3,"",S08000020,"",N411H,"","",z,Community Grouping,d,12,"",12,"",0.130434783,"",0.130434783,"",100,""
9109,2020Q3,"",S08000020,"",S08000020,d,"",z,Community Grouping,d,19408,"",10536,"",210.9565217,"",114.5217391,"",54.286892,""
9110,2020Q4,"",S08000020,"",N101H,"","",z,Community Grouping,d,29,"",29,"",0.315217391,"",0.315217391,"",100,""
9111,2020Q4,"",S08000020,"",S08000020,d,"",z,Community Grouping,d,16697,"",10178,"",181.4891304,"",110.6304348,"",60.95705815,""
9112,2021Q1,"",S08000020,"",N101H,"","",z,Community Grouping,d,8,"",8,"",0.088888889,"",0.088888889,"",100,""
9113,2021Q1,"",S08000020,"",N411H,"","",z,Community Grouping,d,3,"",3,"",0.033333333,"",0.033333333,"",100,""
9114,2021Q1,"",S08000020,"",S08000020,d,"",z,Community Grouping,d,13074,"",10087,"",145.2666667,"",112.0777778,"",77.15312835,""
9115,2021Q2,"",S08000020,"",N101H,"","",z,Community Grouping,d,42,"",42,"",0.461538462,"",0.461538462,"",100,""
9116,2021Q2,"",S08000020,"",N411H,"","",z,Community Grouping,d,3,"",3,"",0.032967033,"",0.032967033,"",100,""
9117,2021Q2,"",S08000020,"",S08000020,d,"",z,Community Grouping,d,14392,"",11666,"",158.1538462,"",128.1978022,"",81.05892162,""
9118,2021Q3,"",S08000020,"",N101H,"","",z,Community Grouping,d,72,"",72,"",0.782608696,"",0.782608696,"",100,""
9119,2021Q3,"",S08000020,"",N411H,"","",z,Community Grouping,d,29,"",29,"",0.315217391,"",0.315217391,"",100,""
9120,2021Q3,"",S08000020,"",S08000020,d,"",z,Community Grouping,d,15218,"",13045,"",165.4130435,"",141.7934783,"",85.72085688,""
9121,2021Q4,"",S08000020,"",N101H,"","",z,Community Grouping,d,45,"",45,"",0.489130435,"",0.489130435,"",100,""
9122,2021Q4,"",S08000020,"",N411H,"","",z,Community Grouping,d,45,"",45,"",0.489130435,"",0.489130435,"",100,""
9123,2021Q4,"",S08000020,"",S08000020,d,"",z,Community Grouping,d,16303,"",14408,"",177.2065217,"",156.6086957,"",88.37637245,""
9124,2022Q1,"",S08000020,"",N101H,"","",z,Community Grouping,d,83,"",83,"",0.922222222,"",0.922222222,"",100,""
9125,2022Q1,"",S08000020,"",N411H,"","",z,Community Grouping,d,7,"",7,"",0.077777778,"",0.077777778,"",100,""
9126,2022Q1,"",S08000020,"",S08000020,d,"",z,Community Grouping,d,18260,"",16893,"",202.8888889,"",187.7,"",92.51369113,""
9127,2022Q2,p,S08000020,"",N101H,"","",z,Community Grouping,d,50,"",50,"",0.549450549,"",0.549450549,"",100,""
9128,2022Q2,p,S08000020,"",N411H,"","",z,Community Grouping,d,7,"",7,"",0.076923077,"",0.076923077,"",100,""
9129,2022Q2,p,S08000020,"",S08000020,d,"",z,Community Grouping,d,18795,"",17508,"",206.5384615,"",192.3956044,"",93.15243416,""
9130,2017Q2,"",S08000020,"",N101H,"","",z,Dental Grouping,d,323,"",104,"",3.549450549,"",1.142857143,"",32.19814241,""
9131,2017Q2,"",S08000020,"",S08000020,d,"",z,Dental Grouping,d,325,"",106,"",3.571428571,"",1.164835165,"",32.61538462,""
9132,2017Q3,"",S08000020,"",N101H,"","",z,Dental Grouping,d,316,"",54,"",3.434782609,"",0.586956522,"",17.08860759,""
9133,2017Q3,"",S08000020,"",S08000020,d,"",z,Dental Grouping,d,318,"",56,"",3.456521739,"",0.608695652,"",17.61006289,""
9134,2017Q4,"",S08000020,"",N101H,"","",z,Dental Grouping,d,270,"",44,"",2.934782609,"",0.47826087,"",16.2962963,""
9135,2017Q4,"",S08000020,"",S08000020,d,"",z,Dental Grouping,d,277,"",51,"",3.010869565,"",0.554347826,"",18.41155235,""
9136,2018Q1,"",S08000020,"",N101H,"","",z,Dental Grouping,d,278,"",73,"",3.088888889,"",0.811111111,"",26.25899281,""
9137,2018Q1,"",S08000020,"",S08000020,d,"",z,Dental Grouping,d,287,"",82,"",3.188888889,"",0.911111111,"",28.57142857,""
9138,2018Q2,"",S08000020,"",N101H,"","",z,Dental Grouping,d,276,"",34,"",3.032967033,"",0.373626374,"",12.31884058,""
9139,2018Q2,"",S08000020,"",S08000020,d,"",z,Dental Grouping,d,282,"",40,"",3.098901099,"",0.43956044,"",14.18439716,""
9140,2018Q3,"",S08000020,"",N101H,"","",z,Dental Grouping,d,248,"",6,"",2.695652174,"",0.065217391,"",2.419354839,""
9141,2018Q3,"",S08000020,"",S08000020,d,"",z,Dental Grouping,d,252,"",10,"",2.739130435,"",0.108695652,"",3.968253968,""
9142,2018Q4,"",S08000020,"",N101H,"","",z,Dental Grouping,d,288,"",9,"",3.130434783,"",0.097826087,"",3.125,""
9143,2018Q4,"",S08000020,"",S08000020,d,"",z,Dental Grouping,d,302,"",23,"",3.282608696,"",0.25,"",7.61589404,""
9144,2019Q1,"",S08000020,"",N101H,"","",z,Dental Grouping,d,259,"",38,"",2.877777778,"",0.422222222,"",14.67181467,""
9145,2019Q1,"",S08000020,"",S08000020,d,"",z,Dental Grouping,d,262,"",41,"",2.911111111,"",0.455555556,"",15.64885496,""
9146,2019Q2,"",S08000020,"",N101H,"","",z,Dental Grouping,d,278,"",21,"",3.054945055,"",0.230769231,"",7.553956835,""
9147,2019Q2,"",S08000020,"",S08000020,d,"",z,Dental Grouping,d,289,"",32,"",3.175824176,"",0.351648352,"",11.07266436,""
9148,2019Q3,"",S08000020,"",N101H,"","",z,Dental Grouping,d,277,"",0,"",3.010869565,"",0,"",0,""
9149,2019Q3,"",S08000020,"",S08000020,d,"",z,Dental Grouping,d,277,"",0,"",3.010869565,"",0,"",0,""
9150,2019Q4,"",S08000020,"",N101H,"","",z,Dental Grouping,d,10,"",0,"",0.108695652,"",0,"",0,""
9151,2019Q4,"",S08000020,"",S08000020,d,"",z,Dental Grouping,d,10,"",0,"",0.108695652,"",0,"",0,""
9152,2022Q1,"",S08000020,"",N101H,"","",z,Dental Grouping,d,1,"",1,"",0.011111111,"",0.011111111,"",100,""
9153,2022Q1,"",S08000020,"",S08000020,d,"",z,Dental Grouping,d,1,"",1,"",0.011111111,"",0.011111111,"",100,""
9154,2022Q2,p,S08000020,"",N101H,"","",z,Dental Grouping,d,1,"",1,"",0.010989011,"",0.010989011,"",100,""
9155,2022Q2,p,S08000020,"",S08000020,d,"",z,Dental Grouping,d,1,"",1,"",0.010989011,"",0.010989011,"",100,""
9156,2017Q2,"",S08000020,"",N101H,"",A7,"",Dermatology,"",153,"",152,"",1.681318681,"",1.67032967,"",99.34640523,""
9157,2017Q2,"",S08000020,"",S08000020,d,A7,"",Dermatology,"",153,"",152,"",1.681318681,"",1.67032967,"",99.34640523,""
9158,2017Q3,"",S08000020,"",N101H,"",A7,"",Dermatology,"",109,"",107,"",1.184782609,"",1.163043478,"",98.16513761,""
9159,2017Q3,"",S08000020,"",S08000020,d,A7,"",Dermatology,"",109,"",107,"",1.184782609,"",1.163043478,"",98.16513761,""
9160,2017Q4,"",S08000020,"",N101H,"",A7,"",Dermatology,"",66,"",55,"",0.717391304,"",0.597826087,"",83.33333333,""
9161,2017Q4,"",S08000020,"",S08000020,d,A7,"",Dermatology,"",66,"",55,"",0.717391304,"",0.597826087,"",83.33333333,""
9162,2018Q1,"",S08000020,"",N101H,"",A7,"",Dermatology,"",82,"",82,"",0.911111111,"",0.911111111,"",100,""
9163,2018Q1,"",S08000020,"",S08000020,d,A7,"",Dermatology,"",82,"",82,"",0.911111111,"",0.911111111,"",100,""
9164,2018Q2,"",S08000020,"",N101H,"",A7,"",Dermatology,"",106,"",102,"",1.164835165,"",1.120879121,"",96.22641509,""
9165,2018Q2,"",S08000020,"",S08000020,d,A7,"",Dermatology,"",106,"",102,"",1.164835165,"",1.120879121,"",96.22641509,""
9166,2018Q3,"",S08000020,"",N101H,"",A7,"",Dermatology,"",116,"",115,"",1.260869565,"",1.25,"",99.13793103,""
9167,2018Q3,"",S08000020,"",S08000020,d,A7,"",Dermatology,"",116,"",115,"",1.260869565,"",1.25,"",99.13793103,""
9168,2018Q4,"",S08000020,"",N101H,"",A7,"",Dermatology,"",97,"",97,"",1.054347826,"",1.054347826,"",100,""
9169,2018Q4,"",S08000020,"",S08000020,d,A7,"",Dermatology,"",97,"",97,"",1.054347826,"",1.054347826,"",100,""
9170,2019Q1,"",S08000020,"",N101H,"",A7,"",Dermatology,"",65,"",65,"",0.722222222,"",0.722222222,"",100,""
9171,2019Q1,"",S08000020,"",S08000020,d,A7,"",Dermatology,"",67,"",67,"",0.744444444,"",0.744444444,"",100,""
9172,2019Q2,"",S08000020,"",N101H,"",A7,"",Dermatology,"",84,"",83,"",0.923076923,"",0.912087912,"",98.80952381,""
9173,2019Q2,"",S08000020,"",S08000020,d,A7,"",Dermatology,"",86,"",85,"",0.945054945,"",0.934065934,"",98.8372093,""
9174,2019Q3,"",S08000020,"",N101H,"",A7,"",Dermatology,"",40,"",37,"",0.434782609,"",0.402173913,"",92.5,""
9175,2019Q3,"",S08000020,"",S08000020,d,A7,"",Dermatology,"",40,"",37,"",0.434782609,"",0.402173913,"",92.5,""
9176,2019Q4,"",S08000020,"",N101H,"",A7,"",Dermatology,"",15,"",14,"",0.163043478,"",0.152173913,"",93.33333333,""
9177,2019Q4,"",S08000020,"",S08000020,d,A7,"",Dermatology,"",15,"",14,"",0.163043478,"",0.152173913,"",93.33333333,""
9178,2020Q1,"",S08000020,"",N101H,"",A7,"",Dermatology,"",19,"",0,"",0.208791209,"",0,"",0,""
9179,2020Q1,"",S08000020,"",S08000020,d,A7,"",Dermatology,"",19,"",0,"",0.208791209,"",0,"",0,""
9180,2020Q2,"",S08000020,"",N101H,"",A7,"",Dermatology,"",31,"",0,"",0.340659341,"",0,"",0,""
9181,2020Q2,"",S08000020,"",S08000020,d,A7,"",Dermatology,"",32,"",1,"",0.351648352,"",0.010989011,"",3.125,""
9182,2020Q3,"",S08000020,"",N101H,"",A7,"",Dermatology,"",92,"",0,"",1,"",0,"",0,""
9183,2020Q3,"",S08000020,"",S08000020,d,A7,"",Dermatology,"",92,"",0,"",1,"",0,"",0,""
9184,2020Q4,"",S08000020,"",N101H,"",A7,"",Dermatology,"",92,"",0,"",1,"",0,"",0,""
9185,2020Q4,"",S08000020,"",S08000020,d,A7,"",Dermatology,"",92,"",0,"",1,"",0,"",0,""
9186,2021Q1,"",S08000020,"",N101H,"",A7,"",Dermatology,"",90,"",0,"",1,"",0,"",0,""
9187,2021Q1,"",S08000020,"",S08000020,d,A7,"",Dermatology,"",90,"",0,"",1,"",0,"",0,""
9188,2021Q2,"",S08000020,"",N101H,"",A7,"",Dermatology,"",97,"",22,"",1.065934066,"",0.241758242,"",22.68041237,""
9189,2021Q2,"",S08000020,"",N411H,"",A7,"",Dermatology,"",2,"",2,"",0.021978022,"",0.021978022,"",100,""
9190,2021Q2,"",S08000020,"",S08000020,d,A7,"",Dermatology,"",99,"",24,"",1.087912088,"",0.263736264,"",24.24242424,""
9191,2021Q3,"",S08000020,"",N101H,"",A7,"",Dermatology,"",70,"",2,"",0.760869565,"",0.02173913,"",2.857142857,""
9192,2021Q3,"",S08000020,"",S08000020,d,A7,"",Dermatology,"",70,"",2,"",0.760869565,"",0.02173913,"",2.857142857,""
9193,2021Q4,"",S08000020,"",N101H,"",A7,"",Dermatology,"",92,"",0,"",1,"",0,"",0,""
9194,2021Q4,"",S08000020,"",S08000020,d,A7,"",Dermatology,"",92,"",0,"",1,"",0,"",0,""
9195,2022Q1,"",S08000020,"",N101H,"",A7,"",Dermatology,"",90,"",0,"",1,"",0,"",0,""
9196,2022Q1,"",S08000020,"",S08000020,d,A7,"",Dermatology,"",90,"",0,"",1,"",0,"",0,""
9197,2022Q2,p,S08000020,"",N101H,"",A7,"",Dermatology,"",67,"",0,"",0.736263736,"",0,"",0,""
9198,2022Q2,p,S08000020,"",S08000020,d,A7,"",Dermatology,"",71,"",4,"",0.78021978,"",0.043956044,"",5.633802817,""
9199,2017Q2,"",S08000020,"",N101H,"",C5,"","Ear, Nose & Throat (ENT)","",839,"",638,"",9.21978022,"",7.010989011,"",76.04290822,""
9200,2017Q2,"",S08000020,"",N411H,"",C5,"","Ear, Nose & Throat (ENT)","",102,"",3,"",1.120879121,"",0.032967033,"",2.941176471,""
9201,2017Q2,"",S08000020,"",S08000020,d,C5,"","Ear, Nose & Throat (ENT)","",1044,"",704,"",11.47252747,"",7.736263736,"",67.43295019,""
9202,2017Q3,"",S08000020,"",N101H,"",C5,"","Ear, Nose & Throat (ENT)","",778,"",549,"",8.456521739,"",5.967391304,"",70.5655527,""
9203,2017Q3,"",S08000020,"",N411H,"",C5,"","Ear, Nose & Throat (ENT)","",44,"",4,"",0.47826087,"",0.043478261,"",9.090909091,""
9204,2017Q3,"",S08000020,"",S08000020,d,C5,"","Ear, Nose & Throat (ENT)","",1035,"",614,"",11.25,"",6.673913043,"",59.3236715,""
9205,2017Q4,"",S08000020,"",N101H,"",C5,"","Ear, Nose & Throat (ENT)","",808,"",708,"",8.782608696,"",7.695652174,"",87.62376238,""
9206,2017Q4,"",S08000020,"",N411H,"",C5,"","Ear, Nose & Throat (ENT)","",181,"",5,"",1.967391304,"",0.054347826,"",2.762430939,""
9207,2017Q4,"",S08000020,"",S08000020,d,C5,"","Ear, Nose & Throat (ENT)","",1140,"",768,"",12.39130435,"",8.347826087,"",67.36842105,""
9208,2018Q1,"",S08000020,"",N101H,"",C5,"","Ear, Nose & Throat (ENT)","",713,"",576,"",7.922222222,"",6.4,"",80.78541374,""
9209,2018Q1,"",S08000020,"",N411H,"",C5,"","Ear, Nose & Throat (ENT)","",47,"",8,"",0.522222222,"",0.088888889,"",17.0212766,""
9210,2018Q1,"",S08000020,"",S08000020,d,C5,"","Ear, Nose & Throat (ENT)","",985,"",653,"",10.94444444,"",7.255555556,"",66.29441624,""
9211,2018Q2,"",S08000020,"",N101H,"",C5,"","Ear, Nose & Throat (ENT)","",941,"",802,"",10.34065934,"",8.813186813,"",85.22848034,""
9212,2018Q2,"",S08000020,"",N411H,"",C5,"","Ear, Nose & Throat (ENT)","",63,"",11,"",0.692307692,"",0.120879121,"",17.46031746,""
9213,2018Q2,"",S08000020,"",S08000020,d,C5,"","Ear, Nose & Throat (ENT)","",1341,"",997,"",14.73626374,"",10.95604396,"",74.34750186,""
9214,2018Q3,"",S08000020,"",N101H,"",C5,"","Ear, Nose & Throat (ENT)","",791,"",674,"",8.597826087,"",7.326086957,"",85.20859671,""
9215,2018Q3,"",S08000020,"",N411H,"",C5,"","Ear, Nose & Throat (ENT)","",110,"",8,"",1.195652174,"",0.086956522,"",7.272727273,""
9216,2018Q3,"",S08000020,"",S08000020,d,C5,"","Ear, Nose & Throat (ENT)","",1273,"",842,"",13.83695652,"",9.152173913,"",66.14296936,""
9217,2018Q4,"",S08000020,"",N101H,"",C5,"","Ear, Nose & Throat (ENT)","",967,"",816,"",10.51086957,"",8.869565217,"",84.38469493,""
9218,2018Q4,"",S08000020,"",N411H,"",C5,"","Ear, Nose & Throat (ENT)","",222,"",3,"",2.413043478,"",0.032608696,"",1.351351351,""
9219,2018Q4,"",S08000020,"",S08000020,d,C5,"","Ear, Nose & Throat (ENT)","",1385,"",871,"",15.05434783,"",9.467391304,"",62.88808664,""
9220,2019Q1,"",S08000020,"",N101H,"",C5,"","Ear, Nose & Throat (ENT)","",859,"",678,"",9.544444444,"",7.533333333,"",78.92898719,""
9221,2019Q1,"",S08000020,"",N411H,"",C5,"","Ear, Nose & Throat (ENT)","",421,"",3,"",4.677777778,"",0.033333333,"",0.712589074,""
9222,2019Q1,"",S08000020,"",S08000020,d,C5,"","Ear, Nose & Throat (ENT)","",1491,"",775,"",16.56666667,"",8.611111111,"",51.97853789,""
9223,2019Q2,"",S08000020,"",N101H,"",C5,"","Ear, Nose & Throat (ENT)","",731,"",659,"",8.032967033,"",7.241758242,"",90.1504788,""
9224,2019Q2,"",S08000020,"",N411H,"",C5,"","Ear, Nose & Throat (ENT)","",77,"",5,"",0.846153846,"",0.054945055,"",6.493506494,""
9225,2019Q2,"",S08000020,"",S08000020,d,C5,"","Ear, Nose & Throat (ENT)","",1030,"",724,"",11.31868132,"",7.956043956,"",70.29126214,""
9226,2019Q3,"",S08000020,"",N101H,"",C5,"","Ear, Nose & Throat (ENT)","",719,"",569,"",7.815217391,"",6.184782609,"",79.13769124,""
9227,2019Q3,"",S08000020,"",N411H,"",C5,"","Ear, Nose & Throat (ENT)","",67,"",1,"",0.72826087,"",0.010869565,"",1.492537313,""
9228,2019Q3,"",S08000020,"",S08000020,d,C5,"","Ear, Nose & Throat (ENT)","",1022,"",629,"",11.10869565,"",6.836956522,"",61.54598826,""
9229,2019Q4,"",S08000020,"",N101H,"",C5,"","Ear, Nose & Throat (ENT)","",961,"",596,"",10.44565217,"",6.47826087,"",62.01873049,""
9230,2019Q4,"",S08000020,"",N411H,"",C5,"","Ear, Nose & Throat (ENT)","",1,"",1,"",0.010869565,"",0.010869565,"",100,""
9231,2019Q4,"",S08000020,"",S08000020,d,C5,"","Ear, Nose & Throat (ENT)","",1131,"",654,"",12.29347826,"",7.108695652,"",57.82493369,""
9232,2020Q1,"",S08000020,"",N101H,"",C5,"","Ear, Nose & Throat (ENT)","",1275,"",622,"",14.01098901,"",6.835164835,"",48.78431373,""
9233,2020Q1,"",S08000020,"",N411H,"",C5,"","Ear, Nose & Throat (ENT)","",4,"",4,"",0.043956044,"",0.043956044,"",100,""
9234,2020Q1,"",S08000020,"",S08000020,d,C5,"","Ear, Nose & Throat (ENT)","",1447,"",691,"",15.9010989,"",7.593406593,"",47.75397374,""
9235,2020Q2,"",S08000020,"",N101H,"",C5,"","Ear, Nose & Throat (ENT)","",1467,"",153,"",16.12087912,"",1.681318681,"",10.42944785,""
9236,2020Q2,"",S08000020,"",N411H,"",C5,"","Ear, Nose & Throat (ENT)","",1,"",0,"",0.010989011,"",0,"",0,""
9237,2020Q2,"",S08000020,"",S08000020,d,C5,"","Ear, Nose & Throat (ENT)","",1629,"",168,"",17.9010989,"",1.846153846,"",10.313075509999999,""
9238,2020Q3,"",S08000020,"",N101H,"",C5,"","Ear, Nose & Throat (ENT)","",867,"",431,"",9.423913043,"",4.684782609,"",49.71164937,""
9239,2020Q3,"",S08000020,"",N411H,"",C5,"","Ear, Nose & Throat (ENT)","",0,"",0,"",0,"",0,"",,""
9240,2020Q3,"",S08000020,"",S08000020,d,C5,"","Ear, Nose & Throat (ENT)","",1138,"",483,"",12.36956522,"",5.25,"",42.44288225,""
9241,2020Q4,"",S08000020,"",N101H,"",C5,"","Ear, Nose & Throat (ENT)","",939,"",473,"",10.20652174,"",5.141304348,"",50.37273695,""
9242,2020Q4,"",S08000020,"",N411H,"",C5,"","Ear, Nose & Throat (ENT)","",73,"",0,"",0.793478261,"",0,"",0,""
9243,2020Q4,"",S08000020,"",S08000020,d,C5,"","Ear, Nose & Throat (ENT)","",1075,"",496,"",11.68478261,"",5.391304348,"",46.13953488,""
9244,2021Q1,"",S08000020,"",N101H,"",C5,"","Ear, Nose & Throat (ENT)","",936,"",539,"",10.4,"",5.988888889,"",57.58547009,""
9245,2021Q1,"",S08000020,"",N411H,"",C5,"","Ear, Nose & Throat (ENT)","",225,"",0,"",2.5,"",0,"",0,""
9246,2021Q1,"",S08000020,"",S08000020,d,C5,"","Ear, Nose & Throat (ENT)","",1230,"",576,"",13.66666667,"",6.4,"",46.82926829,""
9247,2021Q2,"",S08000020,"",N101H,"",C5,"","Ear, Nose & Throat (ENT)","",814,"",381,"",8.945054945,"",4.186813187,"",46.80589681,""
9248,2021Q2,"",S08000020,"",N411H,"",C5,"","Ear, Nose & Throat (ENT)","",194,"",1,"",2.131868132,"",0.010989011,"",0.515463918,""
9249,2021Q2,"",S08000020,"",S08000020,d,C5,"","Ear, Nose & Throat (ENT)","",1070,"",418,"",11.75824176,"",4.593406593,"",39.06542056,""
9250,2021Q3,"",S08000020,"",N101H,"",C5,"","Ear, Nose & Throat (ENT)","",763,"",333,"",8.293478261,"",3.619565217,"",43.64351245,""
9251,2021Q3,"",S08000020,"",N411H,"",C5,"","Ear, Nose & Throat (ENT)","",1,"",1,"",0.010869565,"",0.010869565,"",100,""
