"QuarterEnding","HBT","HBTQF","PatientType","Specialty","SpecialtyQF","NumberSeen","NumberSeenQF","WaitedOver12Weeks","WaitedOver12WeeksQF","Median","MedianQF","90thPercentile","90thPercentileQF"
"20140331","S92000003","d","New Outpatient","CB",,15890,,838,,44,,81,
"20150331","S92000003","d","New Outpatient","CB",,15064,,2688,,49,,101,
"20160331","S92000003","d","New Outpatient","CB",,15872,,1848,,42,,90,
"20170331","S92000003","d","New Outpatient","CB",,16085,,4182,,55,,120,
"20180331","S92000003","d","New Outpatient","CB",,,":",,":",,":",,":"
"20190331","S92000003","d","New Outpatient","CB",,16180,,4856,,48,,167,
"20200331","S92000003","d","New Outpatient","CB",,14349,,3282,,41,,228,
"20210331","S92000003","d","New Outpatient","CB",,11888,,4796,,43,,301,
"20220331","S92000003","d","New Outpatient","CB",,12708,,4161,,40,,258.300000000001,
"20121231","S92000003","d","New Outpatient","CB",,14750,,1123,,42,,82,
"20131231","S92000003","d","New Outpatient","CB",,15701,,940,,41,,83,
"20141231","S92000003","d","New Outpatient","CB",,13796,,1442,,48,,86,
"20151231","S92000003","d","New Outpatient","CB",,15281,,2024,,46,,93,
"20161231","S92000003","d","New Outpatient","CB",,15665,,3469,,47,,111,
"20171231","S92000003","d","New Outpatient","CB",,,":",,":",,":",,":"
"20181231","S92000003","d","New Outpatient","CB",,,":",,":",,":",,":"
"20191231","S92000003","d","New Outpatient","CB",,15276,,3831,,42,,217,
"20201231","S92000003","d","New Outpatient","CB",,10296,,3371,,28,,294,
"20211231","S92000003","d","New Outpatient","CB",,12702,,4746,,40,,263,
"20210630","S92000003","d","New Outpatient","CC",,,":u",,":u",,":u",,":u"
"20130630","S92000003","d","New Outpatient","D1",,360,,0,,16,,39.3000000000001,
"20140630","S92000003","d","New Outpatient","D1",,384,,0,,6,,40,
"20150630","S92000003","d","New Outpatient","D1",,368,,0,,13,,62,
"20160630","S92000003","d","New Outpatient","D1",,315,,0,,15,,49.6,
"20170630","S92000003","d","New Outpatient","D1",,,":",,":",,":",,":"
"20180630","S92000003","d","New Outpatient","D1",,,":",,":",,":",,":"
"20190630","S92000003","d","New Outpatient","D1",,806,,162,,27,,116.5,
"20210630","S92000003","d","New Outpatient","D1",,78,,34,,54.5,,440,
"20220630","S92000003","d","New Outpatient","D1",,17,,8,,77,,409.8,
"20130930","S92000003","d","New Outpatient","D1",,380,,0,,5,,49,
"20140930","S92000003","d","New Outpatient","D1",,390,,0,,7,,36,
"20150930","S92000003","d","New Outpatient","D1",,353,,0,,6,,65.8,
"20160930","S92000003","d","New Outpatient","D1",,311,,0,,11,,67,
"20170930","S92000003","d","New Outpatient","D1",,,":",,":",,":",,":"
"20180930","S92000003","d","New Outpatient","D1",,,":",,":",,":",,":"
"20190930","S92000003","d","New Outpatient","D1",,250,,4,,22,,28.1,
"20200930","S92000003","d","New Outpatient","D1",,19,,0,,27,,51.2,
"20210930","S92000003","d","New Outpatient","D1",,95,,62,,196,,395,
"20220930","S92000003","d","New Outpatient","D1",,26,,16,,110.5,,643.5,
"20130331","S92000003","d","New Outpatient","D1",,303,,0,,13,,40.8,
"20140331","S92000003","d","New Outpatient","D1",,386,,0,,7,,64,
"20150331","S92000003","d","New Outpatient","D1",,312,,1,,19,,50,
"20160331","S92000003","d","New Outpatient","D1",,323,,0,,7,,65,
"20170331","S92000003","d","New Outpatient","D1",,318,,0,,20,,78,
"20180331","S92000003","d","New Outpatient","D1",,,":",,":",,":",,":"
"20190331","S92000003","d","New Outpatient","D1",,1143,,384,,57,,168.8,
"20200331","S92000003","d","New Outpatient","D1",,189,,0,,35,,44,
"20210331","S92000003","d","New Outpatient","D1",,63,,32,,90,,371.6,
"20220331","S92000003","d","New Outpatient","D1",,53,,35,,361,,448,
"20121231","S92000003","d","New Outpatient","D1",,235,,0,,7,,20.6,
"20131231","S92000003","d","New Outpatient","D1",,365,,0,,6,,60,
"20141231","S92000003","d","New Outpatient","D1",,284,,0,,12,,34,
"20151231","S92000003","d","New Outpatient","D1",,354,,1,,6,,65.7,
"20161231","S92000003","d","New Outpatient","D1",,314,,0,,14,,57,
"20171231","S92000003","d","New Outpatient","D1",,,":",,":",,":",,":"
"20181231","S92000003","d","New Outpatient","D1",,,":",,":",,":",,":"
"20191231","S92000003","d","New Outpatient","D1",,234,,0,,31,,37,
"20201231","S92000003","d","New Outpatient","D1",,90,,21,,33,,249.1,
"20211231","S92000003","d","New Outpatient","D1",,50,,40,,320.5,,376.6,
"20130630","S92000003","d","New Outpatient","D3",,3921,,238,,28,,81,
"20140630","S92000003","d","New Outpatient","D3",,3824,,266,,34,,80,
"20150630","S92000003","d","New Outpatient","D3",,3799,,298,,35,,73,
"20160630","S92000003","d","New Outpatient","D3",,3863,,198,,36,,70,
"20170630","S92000003","d","New Outpatient","D3",,,":",,":",,":",,":"
"20180630","S92000003","d","New Outpatient","D3",,,":",,":",,":",,":"
"20190630","S92000003","d","New Outpatient","D3",,2821,,329,,29,,86,
"20200630","S92000003","d","New Outpatient","D3",,64,,28,,37,,132.7,
"20210630","S92000003","d","New Outpatient","D3",,3055,,938,,44,,518,
"20220630","S92000003","d","New Outpatient","D3",,3007,,1123,,63,,205,
"20130930","S92000003","d","New Outpatient","D3",,3699,,365,,21,,84,
"20140930","S92000003","d","New Outpatient","D3",,3923,,345,,36,,84,
"20150930","S92000003","d","New Outpatient","D3",,3826,,231,,36,,76,
"20160930","S92000003","d","New Outpatient","D3",,3403,,314,,31,,83,
"20170930","S92000003","d","New Outpatient","D3",,,":",,":",,":",,":"
"20180930","S92000003","d","New Outpatient","D3",,,":",,":",,":",,":"
"20190930","S92000003","d","New Outpatient","D3",,2746,,536,,37,,111,
"20200930","S92000003","d","New Outpatient","D3",,1152,,565,,55,,332.9,
"20210930","S92000003","d","New Outpatient","D3",,3451,,1479,,55,,490,
"20220930","S92000003","d","New Outpatient","D3",,3506,,1643,,81,,211,
"20130331","S92000003","d","New Outpatient","D3",,4034,,416,,20,,85,
"20140331","S92000003","d","New Outpatient","D3",,4390,,394,,41,,83,
"20150331","S92000003","d","New Outpatient","D3",,4067,,535,,42,,89,
"20160331","S92000003","d","New Outpatient","D3",,3762,,279,,41,,80,
"20170331","S92000003","d","New Outpatient","D3",,3961,,845,,47,,114,
"20180331","S92000003","d","New Outpatient","D3",,,":",,":",,":",,":"
"20190331","S92000003","d","New Outpatient","D3",,3591,,546,,31,,100,
"20200331","S92000003","d","New Outpatient","D3",,2529,,490,,36,,135,
"20210331","S92000003","d","New Outpatient","D3",,2926,,1301,,55,,443.5,
"20220331","S92000003","d","New Outpatient","D3",,3292,,1480,,75,,181.9,
"20121231","S92000003","d","New Outpatient","D3",,4658,,37,,24,,76,
"20131231","S92000003","d","New Outpatient","D3",,4141,,460,,41,,85,
"20141231","S92000003","d","New Outpatient","D3",,3724,,321,,41,,84,
"20151231","S92000003","d","New Outpatient","D3",,3876,,422,,42,,97.5,
"20161231","S92000003","d","New Outpatient","D3",,3516,,597,,42,,100,
"20171231","S92000003","d","New Outpatient","D3",,,":",,":",,":",,":"
"20181231","S92000003","d","New Outpatient","D3",,,":",,":",,":",,":"
"20191231","S92000003","d","New Outpatient","D3",,2893,,297,,36,,87.8000000000002,
"20201231","S92000003","d","New Outpatient","D3",,2824,,1375,,64,,367.900000000002,
"20211231","S92000003","d","New Outpatient","D3",,3968,,2154,,105,,225,
"20130630","S92000003","d","New Outpatient","D4",,1005,,108,,56,,85,
"20140630","S92000003","d","New Outpatient","D4",,1395,,61,,68,,74,
"20150630","S92000003","d","New Outpatient","D4",,1489,,57,,66,,79,
"20160630","S92000003","d","New Outpatient","D4",,1312,,36,,64,,70,
"20170630","S92000003","d","New Outpatient","D4",,,":",,":",,":",,":"
"20180630","S92000003","d","New Outpatient","D4",,,":",,":",,":",,":"
"20190630","S92000003","d","New Outpatient","D4",,1393,,285,,64,,160,
"20200630","S92000003","d","New Outpatient","D4",,86,,6,,15,,82,
"20210630","S92000003","d","New Outpatient","D4",,980,,461,,68,,378.4,
"20220630","S92000003","d","New Outpatient","D4",,992,,463,,66.5,,392.9,
"20130930","S92000003","d","New Outpatient","D4",,1037,,120,,67,,86,
"20140930","S92000003","d","New Outpatient","D4",,1380,,256,,69,,93,
"20150930","S92000003","d","New Outpatient","D4",,1048,,184,,70,,91,
"20160930","S92000003","d","New Outpatient","D4",,1213,,46,,71,,83,
"20170930","S92000003","d","New Outpatient","D4",,,":",,":",,":",,":"
"20180930","S92000003","d","New Outpatient","D4",,,":",,":",,":",,":"
"20190930","S92000003","d","New Outpatient","D4",,1216,,296,,57,,136,
"20200930","S92000003","d","New Outpatient","D4",,354,,129,,33,,405.4,
"20210930","S92000003","d","New Outpatient","D4",,831,,307,,43,,204,
"20220930","S92000003","d","New Outpatient","D4",,1097,,675,,206,,366.4,
"20130331","S92000003","d","New Outpatient","D4",,870,,42,,56,,79,
"20140331","S92000003","d","New Outpatient","D4",,1350,,38,,66,,80,
"20150331","S92000003","d","New Outpatient","D4",,1303,,153,,68,,85,
"20160331","S92000003","d","New Outpatient","D4",,1438,,151,,66,,86,
"20170331","S92000003","d","New Outpatient","D4",,1345,,676,,85,,96,
"20180331","S92000003","d","New Outpatient","D4",,,":",,":",,":",,":"
"20190331","S92000003","d","New Outpatient","D4",,1609,,722,,81,,149,
"20200331","S92000003","d","New Outpatient","D4",,1018,,236,,78,,121,
"20210331","S92000003","d","New Outpatient","D4",,1161,,767,,137,,380,
"20220331","S92000003","d","New Outpatient","D4",,720,,252,,48,,362,
"20121231","S92000003","d","New Outpatient","D4",,1028,,2,,66,,71,
"20131231","S92000003","d","New Outpatient","D4",,1213,,36,,66,,78,
"20141231","S92000003","d","New Outpatient","D4",,1391,,62,,69,,80,
"20151231","S92000003","d","New Outpatient","D4",,1220,,166,,70,,87,
"20161231","S92000003","d","New Outpatient","D4",,1218,,5,,75,,84,
"20171231","S92000003","d","New Outpatient","D4",,,":",,":",,":",,":"
"20181231","S92000003","d","New Outpatient","D4",,,":",,":",,":",,":"
"20191231","S92000003","d","New Outpatient","D4",,1316,,225,,71,,119,
"20201231","S92000003","d","New Outpatient","D4",,1084,,791,,287,,345,
"20211231","S92000003","d","New Outpatient","D4",,794,,260,,43.5,,355.4,
"20130630","S92000003","d","New Outpatient","D5",,2131,,226,,60,,86,
"20140630","S92000003","d","New Outpatient","D5",,2139,,427,,66,,99,
"20150630","S92000003","d","New Outpatient","D5",,2109,,392,,64,,113,
"20160630","S92000003","d","New Outpatient","D5",,1961,,302,,57,,90,
"20170630","S92000003","d","New Outpatient","D5",,,":",,":",,":",,":"
"20180630","S92000003","d","New Outpatient","D5",,,":",,":",,":",,":"
"20190630","S92000003","d","New Outpatient","D5",,1735,,436,,67,,103,
"20200630","S92000003","d","New Outpatient","D5",,46,,37,,213,,292.5,
"20210630","S92000003","d","New Outpatient","D5",,1333,,667,,85,,444,
"20220630","S92000003","d","New Outpatient","D5",,1332,,648,,83,,218,
"20130930","S92000003","d","New Outpatient","D5",,1902,,244,,63,,89,
"20140930","S92000003","d","New Outpatient","D5",,1895,,282,,65,,97.6000000000001,
"20150930","S92000003","d","New Outpatient","D5",,1902,,295,,65,,90,
"20160930","S92000003","d","New Outpatient","D5",,1711,,377,,64,,106,
"20170930","S92000003","d","New Outpatient","D5",,,":",,":",,":",,":"
"20180930","S92000003","d","New Outpatient","D5",,,":",,":",,":",,":"
"20190930","S92000003","d","New Outpatient","D5",,1415,,250,,63,,99.6000000000001,
"20200930","S92000003","d","New Outpatient","D5",,195,,181,,231,,330,
"20210930","S92000003","d","New Outpatient","D5",,991,,430,,73,,294,
"20220930","S92000003","d","New Outpatient","D5",,1074,,506,,79,,252,
"20130331","S92000003","d","New Outpatient","D5",,2148,,143,,54,,83,
"20140331","S92000003","d","New Outpatient","D5",,2143,,457,,63,,111.8,
"20150331","S92000003","d","New Outpatient","D5",,1982,,391,,62,,146,
"20160331","S92000003","d","New Outpatient","D5",,2090,,352,,49,,93,
"20170331","S92000003","d","New Outpatient","D5",,1847,,492,,68,,172.8,
"20180331","S92000003","d","New Outpatient","D5",,,":",,":",,":",,":"
"20190331","S92000003","d","New Outpatient","D5",,1748,,751,,78,,144.3,
"20200331","S92000003","d","New Outpatient","D5",,1418,,216,,48,,99.3,
"20210331","S92000003","d","New Outpatient","D5",,677,,427,,144,,391.4,
"20220331","S92000003","d","New Outpatient","D5",,1012,,505,,84,,199,
"20121231","S92000003","d","New Outpatient","D5",,1955,,86,,50,,83,
"20131231","S92000003","d","New Outpatient","D5",,2107,,219,,62,,85,
"20141231","S92000003","d","New Outpatient","D5",,2225,,443,,63,,125,
"20151231","S92000003","d","New Outpatient","D5",,2032,,148,,57,,83,
"20161231","S92000003","d","New Outpatient","D5",,1622,,201,,61,,104,
"20171231","S92000003","d","New Outpatient","D5",,,":",,":",,":",,":"
"20181231","S92000003","d","New Outpatient","D5",,,":",,":",,":",,":"
"20191231","S92000003","d","New Outpatient","D5",,1620,,162,,50,,84.1000000000001,
"20201231","S92000003","d","New Outpatient","D5",,650,,520,,255,,308,
"20211231","S92000003","d","New Outpatient","D5",,1324,,611,,79,,212.1,
"20130630","S92000003","d","New Outpatient","D6",,1985,,24,,57,,78,
"20140630","S92000003","d","New Outpatient","D6",,2388,,438,,64,,114.3,
"20150630","S92000003","d","New Outpatient","D6",,2560,,206,,67,,77,
"20160630","S92000003","d","New Outpatient","D6",,2459,,387,,68,,92,
"20170630","S92000003","d","New Outpatient","D6",,,":",,":",,":",,":"
"20180630","S92000003","d","New Outpatient","D6",,,":",,":",,":",,":"
"20190630","S92000003","d","New Outpatient","D6",,2130,,274,,48,,89,
"20200630","S92000003","d","New Outpatient","D6",,5,,1,,15,,86.8,
"20210630","S92000003","d","New Outpatient","D6",,984,,439,,78,,482,
"20220630","S92000003","d","New Outpatient","D6",,1100,,453,,67,,167,
"20130930","S92000003","d","New Outpatient","D6",,2167,,140,,65,,83,
"20140930","S92000003","d","New Outpatient","D6",,2319,,495,,68,,113,
"20150930","S92000003","d","New Outpatient","D6",,2767,,314,,68,,97.4000000000001,
"20160930","S92000003","d","New Outpatient","D6",,2352,,459,,74,,95,
"20170930","S92000003","d","New Outpatient","D6",,,":",,":",,":",,":"
"20180930","S92000003","d","New Outpatient","D6",,,":",,":",,":",,":"
"20190930","S92000003","d","New Outpatient","D6",,1888,,187,,55,,84,
"20200930","S92000003","d","New Outpatient","D6",,417,,364,,196,,319.4,
"20210930","S92000003","d","New Outpatient","D6",,1195,,549,,81,,337,
"20220930","S92000003","d","New Outpatient","D6",,1122,,477,,63,,175,
"20130331","S92000003","d","New Outpatient","D6",,2065,,54,,54,,80,
"20140331","S92000003","d","New Outpatient","D6",,2470,,464,,60,,126,
"20150331","S92000003","d","New Outpatient","D6",,2536,,273,,65,,86.5,
"20160331","S92000003","d","New Outpatient","D6",,2509,,451,,62,,98,
"20170331","S92000003","d","New Outpatient","D6",,2589,,338,,64,,93,
"20180331","S92000003","d","New Outpatient","D6",,,":",,":",,":",,":"
"20190331","S92000003","d","New Outpatient","D6",,2600,,434,,53,,97,
"20200331","S92000003","d","New Outpatient","D6",,1665,,275,,70,,100,
"20210331","S92000003","d","New Outpatient","D6",,977,,599,,145,,470.4,
"20220331","S92000003","d","New Outpatient","D6",,1107,,465,,63,,154.4,
"20121231","S92000003","d","New Outpatient","D6",,2065,,34,,55,,78,
"20131231","S92000003","d","New Outpatient","D6",,2195,,201,,63,,84,
"20141231","S92000003","d","New Outpatient","D6",,2337,,412,,63,,112,
"20151231","S92000003","d","New Outpatient","D6",,2713,,455,,62,,143,
"20161231","S92000003","d","New Outpatient","D6",,2286,,393,,78,,92,
"20171231","S92000003","d","New Outpatient","D6",,,":",,":",,":",,":"
"20181231","S92000003","d","New Outpatient","D6",,,":",,":",,":",,":"
"20191231","S92000003","d","New Outpatient","D6",,1970,,315,,63,,102.1,
"20201231","S92000003","d","New Outpatient","D6",,1103,,855,,266,,358.6,
"20211231","S92000003","d","New Outpatient","D6",,1083,,467,,72,,177,
"20130630","S92000003","d","New Outpatient","D8",,836,,7,,33,,67,
"20140630","S92000003","d","New Outpatient","D8",,1100,,4,,48,,69,
"20150630","S92000003","d","New Outpatient","D8",,1169,,21,,63,,70,
"20160630","S92000003","d","New Outpatient","D8",,1080,,5,,59,,70,
"20170630","S92000003","d","New Outpatient","D8",,,":",,":",,":",,":"
"20180630","S92000003","d","New Outpatient","D8",,,":",,":",,":",,":"
"20190630","S92000003","d","New Outpatient","D8",,677,,75,,47,,159.4,
"20200630","S92000003","d","New Outpatient","D8",,4,,2,,80.5,,140.3,
"20210630","S92000003","d","New Outpatient","D8",,811,,457,,117,,426,
"20220630","S92000003","d","New Outpatient","D8",,891,,122,,30,,131,
"20130930","S92000003","d","New Outpatient","D8",,865,,0,,45,,63,
"20140930","S92000003","d","New Outpatient","D8",,1201,,3,,64,,70,
"20150930","S92000003","d","New Outpatient","D8",,1146,,50,,69,,70.5,
"20160930","S92000003","d","New Outpatient","D8",,706,,16,,55,,78,
"20170930","S92000003","d","New Outpatient","D8",,,":",,":",,":",,":"
"20180930","S92000003","d","New Outpatient","D8",,,":",,":",,":",,":"
"20190930","S92000003","d","New Outpatient","D8",,839,,113,,33,,157.2,
"20200930","S92000003","d","New Outpatient","D8",,335,,237,,222,,350,
"20210930","S92000003","d","New Outpatient","D8",,974,,470,,80.5,,512,
"20220930","S92000003","d","New Outpatient","D8",,907,,104,,36,,139,
"20130331","S92000003","d","New Outpatient","D8",,987,,1,,30,,59.4,
"20140331","S92000003","d","New Outpatient","D8",,1233,,3,,60,,70,
"20150331","S92000003","d","New Outpatient","D8",,1248,,41,,63,,70,
"20160331","S92000003","d","New Outpatient","D8",,1265,,22,,63,,70,
"20170331","S92000003","d","New Outpatient","D8",,759,,41,,56,,78,
"20180331","S92000003","d","New Outpatient","D8",,,":",,":",,":",,":"
"20190331","S92000003","d","New Outpatient","D8",,734,,46,,52,,81,
"20200331","S92000003","d","New Outpatient","D8",,516,,72,,28,,149,
"20210331","S92000003","d","New Outpatient","D8",,693,,446,,337,,405,
"20220331","S92000003","d","New Outpatient","D8",,1014,,217,,45,,129,
"20121231","S92000003","d","New Outpatient","D8",,971,,3,,33,,58,
"20131231","S92000003","d","New Outpatient","D8",,1135,,13,,55,,70,
"20141231","S92000003","d","New Outpatient","D8",,1022,,5,,63,,70,
"20151231","S92000003","d","New Outpatient","D8",,1148,,29,,66,,70,
"20161231","S92000003","d","New Outpatient","D8",,707,,43,,64,,78,
"20171231","S92000003","d","New Outpatient","D8",,,":",,":",,":",,":"
"20181231","S92000003","d","New Outpatient","D8",,,":",,":",,":",,":"
"20191231","S92000003","d","New Outpatient","D8",,638,,70,,24,,131.3,
"20201231","S92000003","d","New Outpatient","D8",,507,,277,,242,,389,
"20211231","S92000003","d","New Outpatient","D8",,1071,,547,,89,,245,
"20190630","S92000003","d","New Outpatient","DE",,,":u",,":u",,":u",,":u"
"20210630","S92000003","d","New Outpatient","DE",,,":u",,":u",,":u",,":u"
"20220630","S92000003","d","New Outpatient","DE",,,":u",,":u",,":u",,":u"
"20190930","S92000003","d","New Outpatient","DE",,,":u",,":u",,":u",,":u"
"20200930","S92000003","d","New Outpatient","DE",,,":u",,":u",,":u",,":u"
"20210930","S92000003","d","New Outpatient","DE",,,":u",,":u",,":u",,":u"
"20220930","S92000003","d","New Outpatient","DE",,,":u",,":u",,":u",,":u"
"20200331","S92000003","d","New Outpatient","DE",,,":u",,":u",,":u",,":u"
"20210331","S92000003","d","New Outpatient","DE",,,":u",,":u",,":u",,":u"
"20220331","S92000003","d","New Outpatient","DE",,,":u",,":u",,":u",,":u"
"20191231","S92000003","d","New Outpatient","DE",,,":u",,":u",,":u",,":u"
"20201231","S92000003","d","New Outpatient","DE",,,":u",,":u",,":u",,":u"
"20211231","S92000003","d","New Outpatient","DE",,,":u",,":u",,":u",,":u"
"20130630","S92000003","d","New Outpatient","E12",,1233,,14,,30,,73,
"20140630","S92000003","d","New Outpatient","E12",,1175,,2,,28,,64,
"20150630","S92000003","d","New Outpatient","E12",,1084,,8,,28,,73,
"20160630","S92000003","d","New Outpatient","E12",,1210,,55,,41,,81.1000000000001,
"20170630","S92000003","d","New Outpatient","E12",,,":",,":",,":",,":"
"20180630","S92000003","d","New Outpatient","E12",,,":",,":",,":",,":"
"20190630","S92000003","d","New Outpatient","E12",,1076,,377,,54.5,,219.5,
"20200630","S92000003","d","New Outpatient","E12",,101,,30,,26,,148,
"20210630","S92000003","d","New Outpatient","E12",,493,,146,,47,,365.6,
"20220630","S92000003","d","New Outpatient","E12",,464,,216,,78.5,,509.9,
"20130930","S92000003","d","New Outpatient","E12",,1268,,18,,42,,73,
"20140930","S92000003","d","New Outpatient","E12",,1093,,4,,33,,72,
"20150930","S92000003","d","New Outpatient","E12",,1072,,20,,42,,77,
"20160930","S92000003","d","New Outpatient","E12",,1059,,114,,44,,85,
"20170930","S92000003","d","New Outpatient","E12",,,":",,":",,":",,":"
"20180930","S92000003","d","New Outpatient","E12",,,":",,":",,":",,":"
"20190930","S92000003","d","New Outpatient","E12",,969,,298,,42,,163.2,
"20200930","S92000003","d","New Outpatient","E12",,204,,63,,27,,247.5,
"20210930","S92000003","d","New Outpatient","E12",,485,,122,,56,,208.2,
"20220930","S92000003","d","New Outpatient","E12",,594,,319,,119,,359,
"20130331","S92000003","d","New Outpatient","E12",,1209,,2,,36,,76,
"20140331","S92000003","d","New Outpatient","E12",,1175,,12,,35,,67,
"20150331","S92000003","d","New Outpatient","E12",,1134,,28,,32,,71,
"20160331","S92000003","d","New Outpatient","E12",,1187,,39,,51,,83,
"20170331","S92000003","d","New Outpatient","E12",,1097,,139,,42,,89,
"20180331","S92000003","d","New Outpatient","E12",,,":",,":",,":",,":"
"20190331","S92000003","d","New Outpatient","E12",,903,,329,,49,,207.8,
"20200331","S92000003","d","New Outpatient","E12",,997,,387,,62,,209,
"20210331","S92000003","d","New Outpatient","E12",,319,,72,,33,,180.2,
"20220331","S92000003","d","New Outpatient","E12",,389,,186,,83,,582.6,
"20121231","S92000003","d","New Outpatient","E12",,1224,,3,,37,,79,
"20131231","S92000003","d","New Outpatient","E12",,1448,,8,,38,,77,
"20141231","S92000003","d","New Outpatient","E12",,1128,,10,,32,,73,
"20151231","S92000003","d","New Outpatient","E12",,1101,,51,,41,,81,
"20161231","S92000003","d","New Outpatient","E12",,1139,,133,,47,,87,
"20171231","S92000003","d","New Outpatient","E12",,,":",,":",,":",,":"
"20181231","S92000003","d","New Outpatient","E12",,,":",,":",,":",,":"
"20191231","S92000003","d","New Outpatient","E12",,921,,262,,49,,162,
"20201231","S92000003","d","New Outpatient","E12",,420,,215,,90.5,,325,
"20211231","S92000003","d","New Outpatient","E12",,328,,117,,53,,378.8,
"20130630","S92000003","d","New Outpatient","F2",,24162,,650,,41,,79,
"20140630","S92000003","d","New Outpatient","F2",,25319,,1502,,40,,83,
"20150630","S92000003","d","New Outpatient","F2",,24619,,2461,,42,,84,
"20160630","S92000003","d","New Outpatient","F2",,25064,,3273,,45,,92,
"20170630","S92000003","d","New Outpatient","F2",,,":",,":",,":",,":"
"20180630","S92000003","d","New Outpatient","F2",,,":",,":",,":",,":"
"20190630","S92000003","d","New Outpatient","F2",,24541,,2375,,43,,84,
"20200630","S92000003","d","New Outpatient","F2",,11104,,2753,,17,,152,
"20210630","S92000003","d","New Outpatient","F2",,21935,,6632,,43,,231,
"20220630","S92000003","d","New Outpatient","F2",,23905,,7110,,46,,286,
"20130930","S92000003","d","New Outpatient","F2",,24560,,1133,,43,,83,
"20140930","S92000003","d","New Outpatient","F2",,24644,,2057,,41,,84,
"20150930","S92000003","d","New Outpatient","F2",,24445,,3095,,43,,98.6000000000022,
"20160930","S92000003","d","New Outpatient","F2",,23689,,3174,,47,,97,
"20170930","S92000003","d","New Outpatient","F2",,,":",,":",,":",,":"
"20180930","S92000003","d","New Outpatient","F2",,,":",,":",,":",,":"
"20190930","S92000003","d","New Outpatient","F2",,26054,,3879,,46,,96,
"20200930","S92000003","d","New Outpatient","F2",,14758,,4215,,25,,209,
"20210930","S92000003","d","New Outpatient","F2",,22195,,7144,,47,,231,
"20220930","S92000003","d","New Outpatient","F2",,24090,,7382,,52,,334.100000000002,
"20130331","S92000003","d","New Outpatient","F2",,24099,,956,,40,,81,
"20140331","S92000003","d","New Outpatient","F2",,25187,,1145,,40,,83,
"20150331","S92000003","d","New Outpatient","F2",,24794,,2848,,41,,90,
"20160331","S92000003","d","New Outpatient","F2",,25120,,3456,,43,,94,
"20170331","S92000003","d","New Outpatient","F2",,26122,,3767,,43,,102,
"20180331","S92000003","d","New Outpatient","F2",,,":",,":",,":",,":"
"20190331","S92000003","d","New Outpatient","F2",,25182,,3184,,40,,93,
"20200331","S92000003","d","New Outpatient","F2",,22925,,3684,,39,,105,
"20210331","S92000003","d","New Outpatient","F2",,20998,,6215,,42,,201.299999999999,
"20220331","S92000003","d","New Outpatient","F2",,22647,,6144,,40,,228,
"20121231","S92000003","d","New Outpatient","F2",,25043,,884,,41,,80,
"20131231","S92000003","d","New Outpatient","F2",,24540,,904,,42,,83,
"20141231","S92000003","d","New Outpatient","F2",,24449,,1777,,41,,84,
"20151231","S92000003","d","New Outpatient","F2",,24788,,3664,,46,,103,
"20161231","S92000003","d","New Outpatient","F2",,24593,,3620,,44,,106,
"20171231","S92000003","d","New Outpatient","F2",,,":",,":",,":",,":"
"20181231","S92000003","d","New Outpatient","F2",,,":",,":",,":",,":"
"20191231","S92000003","d","New Outpatient","F2",,26281,,4444,,42,,111,
"20201231","S92000003","d","New Outpatient","F2",,19570,,5192,,35,,252,
"20211231","S92000003","d","New Outpatient","F2",,23228,,7374,,46,,259,
"20130630","S92000003","d","New Outpatient","H1",,,":u",,":u",,":u",,":u"
"20130331","S92000003","d","New Outpatient","H1",,,":u",,":u",,":u",,":u"
"20121231","S92000003","d","New Outpatient","H1",,,":u",,":u",,":u",,":u"
"20130630","S92000003","d","New Outpatient","H2",,3159,,2,,8,,23,
"20140630","S92000003","d","New Outpatient","H2",,3386,,3,,8,,26.5,
"20150630","S92000003","d","New Outpatient","H2",,3327,,5,,9,,26,
"20160630","S92000003","d","New Outpatient","H2",,3347,,9,,8,,28,
"20170630","S92000003","d","New Outpatient","H2",,,":",,":",,":",,":"
"20180630","S92000003","d","New Outpatient","H2",,,":",,":",,":",,":"
"20190630","S92000003","d","New Outpatient","H2",,3736,,10,,10,,29,
"20200630","S92000003","d","New Outpatient","H2",,3186,,14,,7.5,,39,
"20210630","S92000003","d","New Outpatient","H2",,3710,,11,,9,,30,
"20220630","S92000003","d","New Outpatient","H2",,3972,,18,,9,,33,
"20130930","S92000003","d","New Outpatient","H2",,3290,,1,,8,,23,
"20140930","S92000003","d","New Outpatient","H2",,3440,,3,,8,,27,
"20150930","S92000003","d","New Outpatient","H2",,3432,,4,,8.5,,27,
"20160930","S92000003","d","New Outpatient","H2",,3585,,11,,9,,28,
"20170930","S92000003","d","New Outpatient","H2",,,":",,":",,":",,":"
"20180930","S92000003","d","New Outpatient","H2",,,":",,":",,":",,":"
"20190930","S92000003","d","New Outpatient","H2",,3842,,20,,9,,30,
"20200930","S92000003","d","New Outpatient","H2",,3134,,41,,7,,28,
"20210930","S92000003","d","New Outpatient","H2",,3697,,3,,10,,30.4000000000001,
"20220930","S92000003","d","New Outpatient","H2",,4022,,62,,10,,35,
"20130331","S92000003","d","New Outpatient","H2",,2944,,1,,8,,27,
"20140331","S92000003","d","New Outpatient","H2",,3351,,3,,8,,27,
"20150331","S92000003","d","New Outpatient","H2",,3352,,1,,9,,26.9000000000001,
