id,mdate,year,month,iswinter,hb,hb_name,age_group,reason_for_delay,number_of_delayed_bed_days,avg_20182019,percent_var
995,2016-11-01,2016,11,TRUE,S08000024,NHS Lothian,All (18plus),Code 9 Non-AWI,208,127.625,62.977473065621936
996,2016-11-01,2016,11,TRUE,S08000024,NHS Lothian,18-74,All Delay Reasons,2719,2761.1666666666665,-1.5271322508601382
997,2016-11-01,2016,11,TRUE,S08000024,NHS Lothian,18-74,Health and Social Care Reasons,2327,2309.75,0.7468340729516182
998,2016-11-01,2016,11,TRUE,S08000024,NHS Lothian,18-74,Patient and Family Related Reasons,2,84.58333333333334,-97.63546798029556
999,2016-11-01,2016,11,TRUE,S08000024,NHS Lothian,18-74,Code 9 AWI,240,259.95833333333337,-7.677512421862492
1000,2016-11-01,2016,11,TRUE,S08000024,NHS Lothian,18-74,Code 9 Non-AWI,150,106.875,40.35087719298246
1001,2016-11-01,2016,11,TRUE,S08000024,NHS Lothian,75plus,All Delay Reasons,6179,6700.458333333334,-7.78242781899249
1002,2016-11-01,2016,11,TRUE,S08000024,NHS Lothian,75plus,Health and Social Care Reasons,5560,5955.333333333334,-6.638307399529842
1003,2016-11-01,2016,11,TRUE,S08000024,NHS Lothian,75plus,Patient and Family Related Reasons,51,150.79166666666669,-66.17850234871511
1004,2016-11-01,2016,11,TRUE,S08000024,NHS Lothian,75plus,Code 9 AWI,510,573.5833333333334,-11.085282580270238
1005,2016-11-01,2016,11,TRUE,S08000024,NHS Lothian,75plus,Code 9 Non-AWI,58,20.75,179.51807228915663
1006,2016-11-01,2016,11,TRUE,S08000025,NHS Orkney,All (18plus),All Delay Reasons,28,24.5,14.285714285714286
1007,2016-11-01,2016,11,TRUE,S08000025,NHS Orkney,All (18plus),Health and Social Care Reasons,28,15.166666666666666,84.61538461538463
1008,2016-11-01,2016,11,TRUE,S08000025,NHS Orkney,All (18plus),Patient and Family Related Reasons,0,0.33333333333333337,-100
1009,2016-11-01,2016,11,TRUE,S08000025,NHS Orkney,All (18plus),Code 9 AWI,0,7.708333333333333,-100
1010,2016-11-01,2016,11,TRUE,S08000025,NHS Orkney,All (18plus),Code 9 Non-AWI,0,1.2916666666666663,-100
1011,2016-11-01,2016,11,TRUE,S08000025,NHS Orkney,18-74,All Delay Reasons,1,7.25,-86.20689655172414
1012,2016-11-01,2016,11,TRUE,S08000025,NHS Orkney,18-74,Health and Social Care Reasons,1,2.25,-55.55555555555556
1013,2016-11-01,2016,11,TRUE,S08000025,NHS Orkney,18-74,Patient and Family Related Reasons,0,0,NA
1014,2016-11-01,2016,11,TRUE,S08000025,NHS Orkney,18-74,Code 9 AWI,0,3.7083333333333335,-100
1015,2016-11-01,2016,11,TRUE,S08000025,NHS Orkney,18-74,Code 9 Non-AWI,0,1.2916666666666663,-100
1016,2016-11-01,2016,11,TRUE,S08000025,NHS Orkney,75plus,All Delay Reasons,27,17.25,56.52173913043478
1017,2016-11-01,2016,11,TRUE,S08000025,NHS Orkney,75plus,Health and Social Care Reasons,27,12.916666666666666,109.03225806451614
1018,2016-11-01,2016,11,TRUE,S08000025,NHS Orkney,75plus,Patient and Family Related Reasons,0,0.33333333333333337,-100
1019,2016-11-01,2016,11,TRUE,S08000025,NHS Orkney,75plus,Code 9 AWI,0,4,-100
1020,2016-11-01,2016,11,TRUE,S08000025,NHS Orkney,75plus,Code 9 Non-AWI,0,0,NA
1021,2016-11-01,2016,11,TRUE,S08000026,NHS Shetland,All (18plus),All Delay Reasons,41,119.75,-65.76200417536535
1022,2016-11-01,2016,11,TRUE,S08000026,NHS Shetland,All (18plus),Health and Social Care Reasons,41,108.375,-62.168396770472896
1023,2016-11-01,2016,11,TRUE,S08000026,NHS Shetland,All (18plus),Patient and Family Related Reasons,0,7.666666666666666,-100
1024,2016-11-01,2016,11,TRUE,S08000026,NHS Shetland,All (18plus),Code 9 AWI,0,0,NA
1025,2016-11-01,2016,11,TRUE,S08000026,NHS Shetland,All (18plus),Code 9 Non-AWI,0,3.7083333333333326,-100
1026,2016-11-01,2016,11,TRUE,S08000026,NHS Shetland,18-74,All Delay Reasons,13,30.541666666666664,-57.43519781718963
1027,2016-11-01,2016,11,TRUE,S08000026,NHS Shetland,18-74,Health and Social Care Reasons,13,26.083333333333336,-50.15974440894569
1028,2016-11-01,2016,11,TRUE,S08000026,NHS Shetland,18-74,Patient and Family Related Reasons,0,2.6666666666666665,-99.99999999999999
1029,2016-11-01,2016,11,TRUE,S08000026,NHS Shetland,18-74,Code 9 AWI,0,0,NA
1030,2016-11-01,2016,11,TRUE,S08000026,NHS Shetland,18-74,Code 9 Non-AWI,0,1.7916666666666665,-100
1031,2016-11-01,2016,11,TRUE,S08000026,NHS Shetland,75plus,All Delay Reasons,28,89.20833333333333,-68.61279775805698
1032,2016-11-01,2016,11,TRUE,S08000026,NHS Shetland,75plus,Health and Social Care Reasons,28,82.29166666666667,-65.9746835443038
1033,2016-11-01,2016,11,TRUE,S08000026,NHS Shetland,75plus,Patient and Family Related Reasons,0,5,-100
1034,2016-11-01,2016,11,TRUE,S08000026,NHS Shetland,75plus,Code 9 AWI,0,0,NA
1035,2016-11-01,2016,11,TRUE,S08000026,NHS Shetland,75plus,Code 9 Non-AWI,0,1.9166666666666665,-100
1036,2016-11-01,2016,11,TRUE,S08000028,NHS Western Isles,All (18plus),All Delay Reasons,825,585.4583333333334,40.915237349654824
1037,2016-11-01,2016,11,TRUE,S08000028,NHS Western Isles,All (18plus),Health and Social Care Reasons,381,271.75,40.202391904323825
1038,2016-11-01,2016,11,TRUE,S08000028,NHS Western Isles,All (18plus),Patient and Family Related Reasons,0,4.75,-100
1039,2016-11-01,2016,11,TRUE,S08000028,NHS Western Isles,All (18plus),Code 9 AWI,0,26.875,-100
1040,2016-11-01,2016,11,TRUE,S08000028,NHS Western Isles,All (18plus),Code 9 Non-AWI,444,282.0833333333333,57.4002954209749
1041,2016-11-01,2016,11,TRUE,S08000028,NHS Western Isles,18-74,All Delay Reasons,312,129.95833333333334,140.0769477396601
1042,2016-11-01,2016,11,TRUE,S08000028,NHS Western Isles,18-74,Health and Social Care Reasons,255,64.95833333333333,292.5593329057088
1043,2016-11-01,2016,11,TRUE,S08000028,NHS Western Isles,18-74,Patient and Family Related Reasons,0,1.0416666666666667,-100
1044,2016-11-01,2016,11,TRUE,S08000028,NHS Western Isles,18-74,Code 9 AWI,0,13.625,-100
1045,2016-11-01,2016,11,TRUE,S08000028,NHS Western Isles,18-74,Code 9 Non-AWI,57,50.33333333333333,13.245033112582794
1046,2016-11-01,2016,11,TRUE,S08000028,NHS Western Isles,75plus,All Delay Reasons,513,455.5,12.623490669593853
1047,2016-11-01,2016,11,TRUE,S08000028,NHS Western Isles,75plus,Health and Social Care Reasons,126,206.79166666666666,-39.06911142454161
1048,2016-11-01,2016,11,TRUE,S08000028,NHS Western Isles,75plus,Patient and Family Related Reasons,0,3.7083333333333335,-100
1049,2016-11-01,2016,11,TRUE,S08000028,NHS Western Isles,75plus,Code 9 AWI,0,13.25,-100
1050,2016-11-01,2016,11,TRUE,S08000028,NHS Western Isles,75plus,Code 9 Non-AWI,387,231.75,66.99029126213593
1051,2016-11-01,2016,11,TRUE,S08000029,NHS Fife,All (18plus),All Delay Reasons,3594,2818.541666666667,27.512750388055274
1052,2016-11-01,2016,11,TRUE,S08000029,NHS Fife,All (18plus),Health and Social Care Reasons,2592,1936.4583333333335,33.852608929531996
1053,2016-11-01,2016,11,TRUE,S08000029,NHS Fife,All (18plus),Patient and Family Related Reasons,7,20.916666666666664,-66.53386454183267
1054,2016-11-01,2016,11,TRUE,S08000029,NHS Fife,All (18plus),Code 9 AWI,870,659.375,31.94312796208531
1055,2016-11-01,2016,11,TRUE,S08000029,NHS Fife,All (18plus),Code 9 Non-AWI,125,201.79166666666669,-38.054924633491645
1056,2016-11-01,2016,11,TRUE,S08000029,NHS Fife,18-74,All Delay Reasons,1179,1174.75,0.36177910193658225
1057,2016-11-01,2016,11,TRUE,S08000029,NHS Fife,18-74,Health and Social Care Reasons,861,733.4166666666667,17.395750482899658
1058,2016-11-01,2016,11,TRUE,S08000029,NHS Fife,18-74,Patient and Family Related Reasons,7,10.833333333333332,-35.38461538461538
1059,2016-11-01,2016,11,TRUE,S08000029,NHS Fife,18-74,Code 9 AWI,186,247.375,-24.810510358767054
1060,2016-11-01,2016,11,TRUE,S08000029,NHS Fife,18-74,Code 9 Non-AWI,125,183.125,-31.74061433447099
1061,2016-11-01,2016,11,TRUE,S08000029,NHS Fife,75plus,All Delay Reasons,2415,1643.7916666666665,46.91642797394237
1062,2016-11-01,2016,11,TRUE,S08000029,NHS Fife,75plus,Health and Social Care Reasons,1731,1203.0416666666665,43.88529075606971
1063,2016-11-01,2016,11,TRUE,S08000029,NHS Fife,75plus,Patient and Family Related Reasons,0,10.083333333333332,-100
1064,2016-11-01,2016,11,TRUE,S08000029,NHS Fife,75plus,Code 9 AWI,684,412,66.01941747572816
1065,2016-11-01,2016,11,TRUE,S08000029,NHS Fife,75plus,Code 9 Non-AWI,0,18.666666666666668,-100
1066,2016-11-01,2016,11,TRUE,S08000030,NHS Tayside,All (18plus),All Delay Reasons,3309,2495.6666666666665,32.58982235875518
1067,2016-11-01,2016,11,TRUE,S08000030,NHS Tayside,All (18plus),Health and Social Care Reasons,2172,1718.125,26.416878865041834
1068,2016-11-01,2016,11,TRUE,S08000030,NHS Tayside,All (18plus),Patient and Family Related Reasons,126,91.79166666666666,37.267362687244685
1069,2016-11-01,2016,11,TRUE,S08000030,NHS Tayside,All (18plus),Code 9 AWI,569,219.08333333333331,159.71852415367064
1070,2016-11-01,2016,11,TRUE,S08000030,NHS Tayside,All (18plus),Code 9 Non-AWI,442,466.66666666666663,-5.285714285714278
1071,2016-11-01,2016,11,TRUE,S08000030,NHS Tayside,18-74,All Delay Reasons,1188,1015.3333333333334,17.005909389363097
1072,2016-11-01,2016,11,TRUE,S08000030,NHS Tayside,18-74,Health and Social Care Reasons,585,485.875,20.401337792642142
1073,2016-11-01,2016,11,TRUE,S08000030,NHS Tayside,18-74,Patient and Family Related Reasons,81,21.208333333333332,281.9253438113949
1074,2016-11-01,2016,11,TRUE,S08000030,NHS Tayside,18-74,Code 9 AWI,125,72.70833333333334,71.91977077363894
1075,2016-11-01,2016,11,TRUE,S08000030,NHS Tayside,18-74,Code 9 Non-AWI,397,435.54166666666663,-8.849134219841186
1076,2016-11-01,2016,11,TRUE,S08000030,NHS Tayside,75plus,All Delay Reasons,2121,1480.3333333333333,43.27854086917362
1077,2016-11-01,2016,11,TRUE,S08000030,NHS Tayside,75plus,Health and Social Care Reasons,1587,1232.25,28.788800973828362
1078,2016-11-01,2016,11,TRUE,S08000030,NHS Tayside,75plus,Patient and Family Related Reasons,45,70.58333333333333,-36.24557260920897
1079,2016-11-01,2016,11,TRUE,S08000030,NHS Tayside,75plus,Code 9 AWI,444,146.375,203.33048676345004
1080,2016-11-01,2016,11,TRUE,S08000030,NHS Tayside,75plus,Code 9 Non-AWI,45,31.125,44.57831325301205
1081,2016-11-01,2016,11,TRUE,S08000031,NHS Greater Glasgow and Clyde,All (18plus),All Delay Reasons,5397,5816.375,-7.210246932152758
1082,2016-11-01,2016,11,TRUE,S08000031,NHS Greater Glasgow and Clyde,All (18plus),Health and Social Care Reasons,3650,3957.583333333333,-7.771998905055688
1083,2016-11-01,2016,11,TRUE,S08000031,NHS Greater Glasgow and Clyde,All (18plus),Patient and Family Related Reasons,65,269.375,-75.87006960556845
1084,2016-11-01,2016,11,TRUE,S08000031,NHS Greater Glasgow and Clyde,All (18plus),Code 9 AWI,1224,1091.4166666666667,12.147820111475902
1085,2016-11-01,2016,11,TRUE,S08000031,NHS Greater Glasgow and Clyde,All (18plus),Code 9 Non-AWI,458,498,-8.032128514056225
1086,2016-11-01,2016,11,TRUE,S08000031,NHS Greater Glasgow and Clyde,18-74,All Delay Reasons,2808,2608.75,7.6377575467177765
1087,2016-11-01,2016,11,TRUE,S08000031,NHS Greater Glasgow and Clyde,18-74,Health and Social Care Reasons,1631,1537.0416666666667,6.112933394778926
1088,2016-11-01,2016,11,TRUE,S08000031,NHS Greater Glasgow and Clyde,18-74,Patient and Family Related Reasons,17,100.70833333333334,-83.11956971452213
1089,2016-11-01,2016,11,TRUE,S08000031,NHS Greater Glasgow and Clyde,18-74,Code 9 AWI,730,483.625,50.943396226415096
1090,2016-11-01,2016,11,TRUE,S08000031,NHS Greater Glasgow and Clyde,18-74,Code 9 Non-AWI,430,487.375,-11.772249294690946
1091,2016-11-01,2016,11,TRUE,S08000031,NHS Greater Glasgow and Clyde,75plus,All Delay Reasons,2589,3207.625,-19.286076146681737
1092,2016-11-01,2016,11,TRUE,S08000031,NHS Greater Glasgow and Clyde,75plus,Health and Social Care Reasons,2019,2420.5416666666665,-16.588917769782928
1093,2016-11-01,2016,11,TRUE,S08000031,NHS Greater Glasgow and Clyde,75plus,Patient and Family Related Reasons,48,168.66666666666666,-71.54150197628458
1094,2016-11-01,2016,11,TRUE,S08000031,NHS Greater Glasgow and Clyde,75plus,Code 9 AWI,494,607.7916666666666,-18.7221498594639
1095,2016-11-01,2016,11,TRUE,S08000031,NHS Greater Glasgow and Clyde,75plus,Code 9 Non-AWI,28,10.625,163.52941176470588
1096,2016-11-01,2016,11,TRUE,S08000032,NHS Lanarkshire,All (18plus),All Delay Reasons,5890,5911.916666666667,-0.3707201556178955
1097,2016-11-01,2016,11,TRUE,S08000032,NHS Lanarkshire,All (18plus),Health and Social Care Reasons,4892,5006.458333333333,-2.2862136407140716
1098,2016-11-01,2016,11,TRUE,S08000032,NHS Lanarkshire,All (18plus),Patient and Family Related Reasons,402,90.16666666666666,345.8410351201479
1099,2016-11-01,2016,11,TRUE,S08000032,NHS Lanarkshire,All (18plus),Code 9 AWI,444,621.4583333333333,-28.555145826349303
1100,2016-11-01,2016,11,TRUE,S08000032,NHS Lanarkshire,All (18plus),Code 9 Non-AWI,152,193.83333333333331,-21.582115219260523
1101,2016-11-01,2016,11,TRUE,S08000032,NHS Lanarkshire,18-74,All Delay Reasons,1652,1864.1666666666665,-11.381314260169862
1102,2016-11-01,2016,11,TRUE,S08000032,NHS Lanarkshire,18-74,Health and Social Care Reasons,1274,1461.4166666666665,-12.824314306893985
1103,2016-11-01,2016,11,TRUE,S08000032,NHS Lanarkshire,18-74,Patient and Family Related Reasons,117,17.708333333333336,560.7058823529411
1104,2016-11-01,2016,11,TRUE,S08000032,NHS Lanarkshire,18-74,Code 9 AWI,156,225.83333333333334,-30.922509225092252
1105,2016-11-01,2016,11,TRUE,S08000032,NHS Lanarkshire,18-74,Code 9 Non-AWI,105,159.20833333333331,-34.048678356451184
1106,2016-11-01,2016,11,TRUE,S08000032,NHS Lanarkshire,75plus,All Delay Reasons,4238,4047.75,4.7001420542276575
1107,2016-11-01,2016,11,TRUE,S08000032,NHS Lanarkshire,75plus,Health and Social Care Reasons,3618,3545.0416666666665,2.0580388100751095
1108,2016-11-01,2016,11,TRUE,S08000032,NHS Lanarkshire,75plus,Patient and Family Related Reasons,285,72.45833333333334,293.32949971247837
1109,2016-11-01,2016,11,TRUE,S08000032,NHS Lanarkshire,75plus,Code 9 AWI,288,395.625,-27.203791469194314
1110,2016-11-01,2016,11,TRUE,S08000032,NHS Lanarkshire,75plus,Code 9 Non-AWI,47,34.625,35.74007220216607
1111,2016-11-01,2016,11,TRUE,S92000003,All Scotland,All (18plus),All Delay Reasons,45639,43572.375,4.74297074694689
1112,2016-11-01,2016,11,TRUE,S92000003,All Scotland,All (18plus),Health and Social Care Reasons,34196,33860.666666666664,0.9903329329999482
1113,2016-11-01,2016,11,TRUE,S92000003,All Scotland,All (18plus),Patient and Family Related Reasons,1649,1214.0416666666667,35.827298623743
1114,2016-11-01,2016,11,TRUE,S92000003,All Scotland,All (18plus),Code 9 AWI,6380,5813.041666666667,9.753212962232904
1115,2016-11-01,2016,11,TRUE,S92000003,All Scotland,All (18plus),Code 9 Non-AWI,3414,2684.625,27.16859896633608
1116,2016-11-01,2016,11,TRUE,S92000003,All Scotland,18-74,All Delay Reasons,14363,13944.333333333334,3.002414361867421
1117,2016-11-01,2016,11,TRUE,S92000003,All Scotland,18-74,Health and Social Care Reasons,9774,9509.25,2.784131240634119
1118,2016-11-01,2016,11,TRUE,S92000003,All Scotland,18-74,Patient and Family Related Reasons,570,344.875,65.27727437477347
1119,2016-11-01,2016,11,TRUE,S92000003,All Scotland,18-74,Code 9 AWI,1879,2028.0833333333335,-7.350947117557635
1120,2016-11-01,2016,11,TRUE,S92000003,All Scotland,18-74,Code 9 Non-AWI,2140,2062.125,3.776444201976117
1121,2016-11-01,2016,11,TRUE,S92000003,All Scotland,75plus,All Delay Reasons,31276,29628.041666666668,5.562157471877003
1122,2016-11-01,2016,11,TRUE,S92000003,All Scotland,75plus,Health and Social Care Reasons,24422,24351.416666666668,0.2898530886293355
1123,2016-11-01,2016,11,TRUE,S92000003,All Scotland,75plus,Patient and Family Related Reasons,1079,869.1666666666666,24.14189837008629
1124,2016-11-01,2016,11,TRUE,S92000003,All Scotland,75plus,Code 9 AWI,4501,3784.9583333333335,18.918085844185864
1125,2016-11-01,2016,11,TRUE,S92000003,All Scotland,75plus,Code 9 Non-AWI,1274,622.5,104.65863453815261
1126,2016-12-01,2016,12,TRUE,S08000015,NHS Ayrshire and Arran,All (18plus),All Delay Reasons,3317,3844.625,-13.72370517280619
1127,2016-12-01,2016,12,TRUE,S08000015,NHS Ayrshire and Arran,All (18plus),Health and Social Care Reasons,2510,3214.5,-21.916316689998446
1128,2016-12-01,2016,12,TRUE,S08000015,NHS Ayrshire and Arran,All (18plus),Patient and Family Related Reasons,3,21.583333333333336,-86.1003861003861
1129,2016-12-01,2016,12,TRUE,S08000015,NHS Ayrshire and Arran,All (18plus),Code 9 AWI,650,485.6666666666667,33.8366506520247
1130,2016-12-01,2016,12,TRUE,S08000015,NHS Ayrshire and Arran,All (18plus),Code 9 Non-AWI,154,122.875,25.330620549338757
1131,2016-12-01,2016,12,TRUE,S08000015,NHS Ayrshire and Arran,18-74,All Delay Reasons,591,850.125,-30.48081164534627
1132,2016-12-01,2016,12,TRUE,S08000015,NHS Ayrshire and Arran,18-74,Health and Social Care Reasons,383,674.5416666666667,-43.22070541725864
1133,2016-12-01,2016,12,TRUE,S08000015,NHS Ayrshire and Arran,18-74,Patient and Family Related Reasons,0,3.0833333333333335,-100.00000000000001
1134,2016-12-01,2016,12,TRUE,S08000015,NHS Ayrshire and Arran,18-74,Code 9 AWI,177,113.95833333333334,55.31992687385739
1135,2016-12-01,2016,12,TRUE,S08000015,NHS Ayrshire and Arran,18-74,Code 9 Non-AWI,31,58.541666666666664,-47.046263345195726
1136,2016-12-01,2016,12,TRUE,S08000015,NHS Ayrshire and Arran,75plus,All Delay Reasons,2726,2994.5,-8.966438470529305
1137,2016-12-01,2016,12,TRUE,S08000015,NHS Ayrshire and Arran,75plus,Health and Social Care Reasons,2127,2539.9583333333335,-16.258468806903007
1138,2016-12-01,2016,12,TRUE,S08000015,NHS Ayrshire and Arran,75plus,Patient and Family Related Reasons,3,18.5,-83.78378378378379
1139,2016-12-01,2016,12,TRUE,S08000015,NHS Ayrshire and Arran,75plus,Code 9 AWI,473,371.7083333333333,27.250308261405678
1140,2016-12-01,2016,12,TRUE,S08000015,NHS Ayrshire and Arran,75plus,Code 9 Non-AWI,123,64.33333333333333,91.1917098445596
1141,2016-12-01,2016,12,TRUE,S08000016,NHS Borders,All (18plus),All Delay Reasons,917,1008.9583333333334,-9.114185422258934
1142,2016-12-01,2016,12,TRUE,S08000016,NHS Borders,All (18plus),Health and Social Care Reasons,744,749.7916666666666,-0.7724367879966607
1143,2016-12-01,2016,12,TRUE,S08000016,NHS Borders,All (18plus),Patient and Family Related Reasons,15,63.29166666666667,-76.30019749835418
1144,2016-12-01,2016,12,TRUE,S08000016,NHS Borders,All (18plus),Code 9 AWI,74,163.125,-54.6360153256705
1145,2016-12-01,2016,12,TRUE,S08000016,NHS Borders,All (18plus),Code 9 Non-AWI,84,32.75,156.4885496183206
1146,2016-12-01,2016,12,TRUE,S08000016,NHS Borders,18-74,All Delay Reasons,249,298.7916666666667,-16.664342490587092
1147,2016-12-01,2016,12,TRUE,S08000016,NHS Borders,18-74,Health and Social Care Reasons,140,174.33333333333331,-19.694072657743774
1148,2016-12-01,2016,12,TRUE,S08000016,NHS Borders,18-74,Patient and Family Related Reasons,13,32.708333333333336,-60.254777070063696
1149,2016-12-01,2016,12,TRUE,S08000016,NHS Borders,18-74,Code 9 AWI,12,67.29166666666666,-82.1671826625387
1150,2016-12-01,2016,12,TRUE,S08000016,NHS Borders,18-74,Code 9 Non-AWI,84,24.458333333333336,243.44122657580914
1151,2016-12-01,2016,12,TRUE,S08000016,NHS Borders,75plus,All Delay Reasons,668,710.1666666666666,-5.93757333959164
1152,2016-12-01,2016,12,TRUE,S08000016,NHS Borders,75plus,Health and Social Care Reasons,604,575.4583333333334,4.959814640503939
1153,2016-12-01,2016,12,TRUE,S08000016,NHS Borders,75plus,Patient and Family Related Reasons,2,30.583333333333336,-93.46049046321525
1154,2016-12-01,2016,12,TRUE,S08000016,NHS Borders,75plus,Code 9 AWI,62,95.83333333333334,-35.30434782608697
1155,2016-12-01,2016,12,TRUE,S08000016,NHS Borders,75plus,Code 9 Non-AWI,0,8.291666666666666,-100
1156,2016-12-01,2016,12,TRUE,S08000017,NHS Dumfries and Galloway,All (18plus),All Delay Reasons,1407,1421.7916666666665,-1.0403540134220215
1157,2016-12-01,2016,12,TRUE,S08000017,NHS Dumfries and Galloway,All (18plus),Health and Social Care Reasons,1183,1153.625,2.5463213782641674
1158,2016-12-01,2016,12,TRUE,S08000017,NHS Dumfries and Galloway,All (18plus),Patient and Family Related Reasons,1,38.91666666666667,-97.4304068522484
1159,2016-12-01,2016,12,TRUE,S08000017,NHS Dumfries and Galloway,All (18plus),Code 9 AWI,223,175.58333333333334,27.00522069292833
1160,2016-12-01,2016,12,TRUE,S08000017,NHS Dumfries and Galloway,All (18plus),Code 9 Non-AWI,0,53.66666666666667,-100
1161,2016-12-01,2016,12,TRUE,S08000017,NHS Dumfries and Galloway,18-74,All Delay Reasons,229,441.20833333333337,-48.09708187741997
1162,2016-12-01,2016,12,TRUE,S08000017,NHS Dumfries and Galloway,18-74,Health and Social Care Reasons,188,321.08333333333337,-41.44822216454711
1163,2016-12-01,2016,12,TRUE,S08000017,NHS Dumfries and Galloway,18-74,Patient and Family Related Reasons,1,11.5,-91.30434782608695
1164,2016-12-01,2016,12,TRUE,S08000017,NHS Dumfries and Galloway,18-74,Code 9 AWI,40,65.41666666666666,-38.85350318471337
1165,2016-12-01,2016,12,TRUE,S08000017,NHS Dumfries and Galloway,18-74,Code 9 Non-AWI,0,43.20833333333333,-100
1166,2016-12-01,2016,12,TRUE,S08000017,NHS Dumfries and Galloway,75plus,All Delay Reasons,1178,980.5833333333333,20.132574148041144
1167,2016-12-01,2016,12,TRUE,S08000017,NHS Dumfries and Galloway,75plus,Health and Social Care Reasons,995,832.5416666666667,19.513537860967908
1168,2016-12-01,2016,12,TRUE,S08000017,NHS Dumfries and Galloway,75plus,Patient and Family Related Reasons,0,27.416666666666668,-100
1169,2016-12-01,2016,12,TRUE,S08000017,NHS Dumfries and Galloway,75plus,Code 9 AWI,183,110.16666666666666,66.11195158850228
1170,2016-12-01,2016,12,TRUE,S08000017,NHS Dumfries and Galloway,75plus,Code 9 Non-AWI,0,10.458333333333334,-100.00000000000001
1171,2016-12-01,2016,12,TRUE,S08000019,NHS Forth Valley,All (18plus),All Delay Reasons,2610,2663.9166666666665,-2.023962211030119
1172,2016-12-01,2016,12,TRUE,S08000019,NHS Forth Valley,All (18plus),Health and Social Care Reasons,1700,1752.625,-3.002638898794665
1173,2016-12-01,2016,12,TRUE,S08000019,NHS Forth Valley,All (18plus),Patient and Family Related Reasons,187,169,10.650887573964496
1174,2016-12-01,2016,12,TRUE,S08000019,NHS Forth Valley,All (18plus),Code 9 AWI,482,514.2083333333334,-6.263673932420394
1175,2016-12-01,2016,12,TRUE,S08000019,NHS Forth Valley,All (18plus),Code 9 Non-AWI,241,228.08333333333331,5.663134819145058
1176,2016-12-01,2016,12,TRUE,S08000019,NHS Forth Valley,18-74,All Delay Reasons,747,774,-3.488372093023256
1177,2016-12-01,2016,12,TRUE,S08000019,NHS Forth Valley,18-74,Health and Social Care Reasons,350,405.79166666666663,-13.748844850600669
1178,2016-12-01,2016,12,TRUE,S08000019,NHS Forth Valley,18-74,Patient and Family Related Reasons,98,19.791666666666664,395.1578947368422
1179,2016-12-01,2016,12,TRUE,S08000019,NHS Forth Valley,18-74,Code 9 AWI,58,147.79166666666666,-60.75556808570623
1180,2016-12-01,2016,12,TRUE,S08000019,NHS Forth Valley,18-74,Code 9 Non-AWI,241,200.625,20.12461059190031
1181,2016-12-01,2016,12,TRUE,S08000019,NHS Forth Valley,75plus,All Delay Reasons,1863,1889.9166666666667,-1.4242250540147312
1182,2016-12-01,2016,12,TRUE,S08000019,NHS Forth Valley,75plus,Health and Social Care Reasons,1350,1346.8333333333333,0.2351194159138777
1183,2016-12-01,2016,12,TRUE,S08000019,NHS Forth Valley,75plus,Patient and Family Related Reasons,89,149.20833333333334,-40.351857023177885
1184,2016-12-01,2016,12,TRUE,S08000019,NHS Forth Valley,75plus,Code 9 AWI,424,366.4166666666667,15.715260404821462
1185,2016-12-01,2016,12,TRUE,S08000019,NHS Forth Valley,75plus,Code 9 Non-AWI,0,27.458333333333332,-100
1186,2016-12-01,2016,12,TRUE,S08000020,NHS Grampian,All (18plus),All Delay Reasons,4611,3568.2083333333335,29.22451743989163
1187,2016-12-01,2016,12,TRUE,S08000020,NHS Grampian,All (18plus),Health and Social Care Reasons,3764,2892.7916666666665,30.116525271148117
1188,2016-12-01,2016,12,TRUE,S08000020,NHS Grampian,All (18plus),Patient and Family Related Reasons,146,101.04166666666666,44.494845360824755
1189,2016-12-01,2016,12,TRUE,S08000020,NHS Grampian,All (18plus),Code 9 AWI,480,414.3333333333333,15.848753016894616
1190,2016-12-01,2016,12,TRUE,S08000020,NHS Grampian,All (18plus),Code 9 Non-AWI,221,160.04166666666666,38.089039312679
1191,2016-12-01,2016,12,TRUE,S08000020,NHS Grampian,18-74,All Delay Reasons,1511,947.4166666666666,59.48632245580087
1192,2016-12-01,2016,12,TRUE,S08000020,NHS Grampian,18-74,Health and Social Care Reasons,1165,647.5416666666666,79.91120262531369
1193,2016-12-01,2016,12,TRUE,S08000020,NHS Grampian,18-74,Patient and Family Related Reasons,36,20.708333333333336,73.84305835010059
1194,2016-12-01,2016,12,TRUE,S08000020,NHS Grampian,18-74,Code 9 AWI,141,153.5,-8.143322475570033
1195,2016-12-01,2016,12,TRUE,S08000020,NHS Grampian,18-74,Code 9 Non-AWI,169,125.66666666666667,34.48275862068965
1196,2016-12-01,2016,12,TRUE,S08000020,NHS Grampian,75plus,All Delay Reasons,3100,2620.7916666666665,18.284869393790053
1197,2016-12-01,2016,12,TRUE,S08000020,NHS Grampian,75plus,Health and Social Care Reasons,2599,2245.25,15.7554837991315
1198,2016-12-01,2016,12,TRUE,S08000020,NHS Grampian,75plus,Patient and Family Related Reasons,110,80.33333333333333,36.92946058091287
1199,2016-12-01,2016,12,TRUE,S08000020,NHS Grampian,75plus,Code 9 AWI,339,260.8333333333333,29.968051118210873
1200,2016-12-01,2016,12,TRUE,S08000020,NHS Grampian,75plus,Code 9 Non-AWI,52,34.375,51.27272727272727
1201,2016-12-01,2016,12,TRUE,S08000022,NHS Highland,All (18plus),All Delay Reasons,4137,3831.0416666666665,7.986296155310245
